Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
D1,28/02/1997,FC Schalke 04,FC St. Pauli,0,0,D,0,0,D,,,,,,,,,,,
D1,01/03/1997,Bayern München,MSV Duisburg,5,2,H,2,0,H,,,,,,,,,,,
D1,01/03/1997,Borussia Dortmund,1860 München,4,1,H,3,1,H,,,,,,,,,,,
D1,01/03/1997,Fortuna Düsseldorf,Bayer Leverkusen,0,0,D,0,0,D,,,,,,,,,,,
D1,01/03/1997,FC Köln,SC Freiburg,1,0,H,0,0,D,,,,,,,,,,,
D1,01/03/1997,Karlsruher SC,Bor. Mönchengladbach,1,1,D,0,0,D,,,,,,,,,,,
D1,01/03/1997,Werder Bremen,VfB Stuttgart,2,2,D,2,1,H,,,,,,,,,,,
D1,02/03/1997,Hamburger SV,FC Hansa Rostock,1,1,D,1,0,H,,,,,,,,,,,
D1,07/03/1997,VFL Bochum,FC Schalke 04,0,1,A,0,0,D,,,,,,,,,,,
D1,07/03/1997,FC Hansa Rostock,FC Köln,0,0,D,0,0,D,,,,,,,,,,,
D1,08/03/1997,MSV Duisburg,Arminia Bielefeld,0,0,D,0,0,D,,,,,,,,,,,
D1,08/03/1997,SC Freiburg,Borussia Dortmund,1,2,A,1,1,D,,,,,,,,,,,
D1,08/03/1997,Bor. Mönchengladbach,Werder Bremen,4,1,H,1,0,H,,,,,,,,,,,
D1,08/03/1997,1860 München,Fortuna Düsseldorf,3,0,H,0,0,D,,,,,,,,,,,
D1,08/03/1997,FC St. Pauli,Karlsruher SC,2,4,A,2,2,D,,,,,,,,,,,
D1,08/03/1997,VfB Stuttgart,Hamburger SV,4,1,H,3,1,H,,,,,,,,,,,
D1,09/03/1997,Bayer Leverkusen,Bayern München,5,2,H,3,0,H,,,,,,,,,,,
D1,11/03/1997,FC Köln,VfB Stuttgart,1,5,A,1,2,A,,,,,,,,,,,
D1,11/03/1997,Hamburger SV,Bor. Mönchengladbach,2,1,H,0,0,D,,,,,,,,,,,
D1,11/03/1997,Karlsruher SC,VFL Bochum,2,3,A,1,2,A,,,,,,,,,,,
D1,11/03/1997,FC Schalke 04,MSV Duisburg,4,0,H,1,0,H,,,,,,,,,,,
D1,11/03/1997,Werder Bremen,FC St. Pauli,2,1,H,1,1,D,,,,,,,,,,,
D1,12/03/1997,Arminia Bielefeld,Bayern München,2,0,H,2,0,H,,,,,,,,,,,
D1,12/03/1997,Borussia Dortmund,FC Hansa Rostock,3,0,H,0,0,D,,,,,,,,,,,
D1,12/03/1997,Fortuna Düsseldorf,SC Freiburg,2,1,H,1,0,H,,,,,,,,,,,
D1,12/03/1997,1860 München,Bayer Leverkusen,3,0,H,2,0,H,,,,,,,,,,,
D1,14/03/1997,MSV Duisburg,Karlsruher SC,2,2,D,0,2,A,,,,,,,,,,,
D1,14/03/1997,FC St. Pauli,Hamburger SV,2,2,D,0,1,A,,,,,,,,,,,
D1,15/03/1997,Bayern München,FC Schalke 04,3,0,H,1,0,H,,,,,,,,,,,
D1,15/03/1997,SC Freiburg,1860 München,2,2,D,0,2,A,,,,,,,,,,,
D1,15/03/1997,FC Hansa Rostock,Fortuna Düsseldorf,3,1,H,3,1,H,,,,,,,,,,,
D1,15/03/1997,Bayer Leverkusen,Arminia Bielefeld,1,0,H,0,0,D,,,,,,,,,,,
D1,15/03/1997,Bor. Mönchengladbach,FC Köln,2,1,H,0,0,D,,,,,,,,,,,
D1,15/03/1997,VfB Stuttgart,Borussia Dortmund,4,1,H,2,1,H,,,,,,,,,,,
D1,16/03/1997,VFL Bochum,Werder Bremen,3,2,H,1,0,H,,,,,,,,,,,
D1,21/03/1997,Fortuna Düsseldorf,VfB Stuttgart,0,4,A,0,0,D,,,,,,,,,,,
D1,21/03/1997,Werder Bremen,MSV Duisburg,0,2,A,0,1,A,,,,,,,,,,,
D1,22/03/1997,Borussia Dortmund,Bor. Mönchengladbach,1,3,A,0,1,A,,,,,,,,,,,
D1,22/03/1997,FC Köln,FC St. Pauli,0,1,A,0,1,A,,,,,,,,,,,
D1,22/03/1997,SC Freiburg,Bayer Leverkusen,1,2,A,0,0,D,,,,,,,,,,,
D1,22/03/1997,Hamburger SV,VFL Bochum,2,2,D,1,1,D,,,,,,,,,,,
D1,22/03/1997,1860 München,FC Hansa Rostock,2,0,H,0,0,D,,,,,,,,,,,
D1,22/03/1997,FC Schalke 04,Arminia Bielefeld,0,0,D,0,0,D,,,,,,,,,,,
D1,23/03/1997,Karlsruher SC,Bayern München,0,2,A,0,1,A,,,,,,,,,,,
D1,28/03/1997,VFL Bochum,FC Köln,2,2,D,1,1,D,,,,,,,,,,,
D1,28/03/1997,MSV Duisburg,Hamburger SV,1,1,D,0,0,D,,,,,,,,,,,
D1,28/03/1997,FC St. Pauli,Borussia Dortmund,0,1,A,0,0,D,,,,,,,,,,,
D1,28/03/1997,VfB Stuttgart,1860 München,1,1,D,1,1,D,,,,,,,,,,,
D1,29/03/1997,Bayern München,Werder Bremen,1,0,H,1,0,H,,,,,,,,,,,
D1,29/03/1997,Arminia Bielefeld,Karlsruher SC,1,2,A,0,0,D,,,,,,,,,,,
D1,29/03/1997,FC Hansa Rostock,SC Freiburg,3,1,H,2,1,H,,,,,,,,,,,
D1,29/03/1997,Bayer Leverkusen,FC Schalke 04,2,0,H,0,0,D,,,,,,,,,,,
D1,29/03/1997,Bor. Mönchengladbach,Fortuna Düsseldorf,2,0,H,1,0,H,,,,,,,,,,,
D1,04/04/1997,FC Köln,MSV Duisburg,2,5,A,2,1,H,,,,,,,,,,,
D1,04/04/1997,1860 München,Bor. Mönchengladbach,3,0,H,0,0,D,,,,,,,,,,,
D1,05/04/1997,Borussia Dortmund,VFL Bochum,2,0,H,1,0,H,,,,,,,,,,,
D1,05/04/1997,Fortuna Düsseldorf,FC St. Pauli,2,0,H,1,0,H,,,,,,,,,,,
D1,05/04/1997,Hamburger SV,Bayern München,0,3,A,0,2,A,,,,,,,,,,,
D1,05/04/1997,FC Hansa Rostock,Bayer Leverkusen,1,0,H,0,0,D,,,,,,,,,,,
D1,05/04/1997,Karlsruher SC,FC Schalke 04,0,0,D,0,0,D,,,,,,,,,,,
D1,05/04/1997,Werder Bremen,Arminia Bielefeld,2,1,H,1,1,D,,,,,,,,,,,
D1,06/04/1997,SC Freiburg,VfB Stuttgart,1,1,D,0,0,D,,,,,,,,,,,
D1,08/04/1997,FC St. Pauli,VFL Bochum,2,1,H,2,0,H,,,,,,,,,,,
D1,12/04/1997,Bayern München,FC Köln,3,2,H,1,0,H,,,,,,,,,,,
D1,12/04/1997,Arminia Bielefeld,Hamburger SV,1,1,D,1,1,D,,,,,,,,,,,
D1,12/04/1997,VFL Bochum,Fortuna Düsseldorf,3,1,H,3,0,H,,,,,,,,,,,
D1,12/04/1997,MSV Duisburg,Borussia Dortmund,3,2,H,1,0,H,,,,,,,,,,,
D1,12/04/1997,Bayer Leverkusen,Karlsruher SC,3,1,H,1,1,D,,,,,,,,,,,
D1,12/04/1997,Bor. Mönchengladbach,SC Freiburg,4,3,H,2,2,D,,,,,,,,,,,
D1,12/04/1997,FC Schalke 04,Werder Bremen,1,1,D,1,0,H,,,,,,,,,,,
D1,12/04/1997,FC St. Pauli,1860 München,0,0,D,0,0,D,,,,,,,,,,,
D1,12/04/1997,VfB Stuttgart,FC Hansa Rostock,5,1,H,1,0,H,,,,,,,,,,,
D1,18/04/1997,Fortuna Düsseldorf,MSV Duisburg,1,1,D,0,1,A,,,,,,,,,,,
D1,18/04/1997,FC Hansa Rostock,Bor. Mönchengladbach,1,0,H,1,0,H,,,,,,,,,,,
D1,19/04/1997,Borussia Dortmund,Bayern München,1,1,D,1,1,D,,,,,,,,,,,
D1,19/04/1997,FC Köln,Arminia Bielefeld,2,5,A,0,3,A,,,,,,,,,,,
D1,19/04/1997,SC Freiburg,FC St. Pauli,4,0,H,2,0,H,,,,,,,,,,,
D1,19/04/1997,Hamburger SV,FC Schalke 04,1,0,H,1,0,H,,,,,,,,,,,
D1,19/04/1997,1860 München,VFL Bochum,0,1,A,0,1,A,,,,,,,,,,,
D1,19/04/1997,Werder Bremen,Karlsruher SC,1,0,H,0,0,D,,,,,,,,,,,
D1,20/04/1997,VfB Stuttgart,Bayer Leverkusen,1,2,A,0,1,A,,,,,,,,,,,
D1,24/04/1997,FC St. Pauli,FC Hansa Rostock,0,1,A,0,0,D,,,,,,,,,,,
D1,25/04/1997,MSV Duisburg,1860 München,2,3,A,1,0,H,,,,,,,,,,,
D1,25/04/1997,Bayer Leverkusen,Werder Bremen,2,1,H,1,0,H,,,,,,,,,,,
D1,26/04/1997,Bayern München,Fortuna Düsseldorf,5,0,H,4,0,H,,,,,,,,,,,
D1,26/04/1997,Arminia Bielefeld,Borussia Dortmund,2,0,H,2,0,H,,,,,,,,,,,
D1,26/04/1997,VFL Bochum,SC Freiburg,3,2,H,1,1,D,,,,,,,,,,,
D1,26/04/1997,Karlsruher SC,Hamburger SV,3,1,H,2,1,H,,,,,,,,,,,
D1,26/04/1997,Bor. Mönchengladbach,VfB Stuttgart,0,1,A,0,0,D,,,,,,,,,,,
D1,26/04/1997,FC Schalke 04,FC Köln,1,1,D,1,0,H,,,,,,,,,,,
D1,02/05/1997,Borussia Dortmund,FC Schalke 04,1,0,H,0,0,D,,,,,,,,,,,
D1,02/05/1997,FC Hansa Rostock,VFL Bochum,0,0,D,0,0,D,,,,,,,,,,,
D1,03/05/1997,Fortuna Düsseldorf,Arminia Bielefeld,1,2,A,1,0,H,,,,,,,,,,,
D1,03/05/1997,FC Köln,Karlsruher SC,4,1,H,1,1,D,,,,,,,,,,,
D1,03/05/1997,SC Freiburg,MSV Duisburg,2,0,H,0,0,D,,,,,,,,,,,
D1,03/05/1997,Hamburger SV,Werder Bremen,3,2,H,2,0,H,,,,,,,,,,,
D1,03/05/1997,Bor. Mönchengladbach,Bayer Leverkusen,2,2,D,0,2,A,,,,,,,,,,,
D1,03/05/1997,1860 München,Bayern München,3,3,D,2,1,H,,,,,,,,,,,
D1,03/05/1997,VfB Stuttgart,FC St. Pauli,3,0,H,0,0,D,,,,,,,,,,,
