Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,,,,,,,,,
D1,26/02/2005,Hertha BSC,Hamburger SV,4,1,H,3,0,H,12,25,24,21,1,10,2,4,1,0,1.9,3.25,3.5,1.9,3.35,3.6,2,3.25,3.6,1.9,3.1,3.5,1.91,3.25,3.4,1.91,3.25,3.75,2.05,3.2,3.1,1.65,2.05,1.75,2.05,2,1.71,-0.5,1.94,1.9,-0.5,1.95,1.95,-0.5,,,,,,,,,
D1,26/02/2005,FC Kaiserslautern,VFL Wolfsburg,0,0,D,0,0,D,15,13,23,17,6,4,4,5,0,1,2,3.25,3.25,1.9,3.35,3.6,2,3.25,3.6,1.9,3.1,3.5,1.83,3.25,3.6,1.91,3.25,3.75,1.83,3.4,3.5,1.6,2.15,1.65,2.2,1.72,2,-0.25,2.1,1.74,-0.5,2.075,1.825,-0.5,,,,,,,,,
D1,26/02/2005,Werder Bremen,VFL Bochum,4,0,H,1,0,H,17,10,15,18,6,3,0,1,0,0,1.4,3.75,7.5,1.4,4.2,6.6,1.41,4.25,7.25,1.4,3.9,6,1.4,3.75,7,1.4,4,7.5,1.4,3.75,7,1.5,2.35,1.6,2.3,1.9,1.9,-1.25,1.96,1.88,-1.25,1.95,1.95,-1.25,,,,,,,,,
D1,27/02/2005,Bayer Leverkusen,VfB Stuttgart,1,1,D,0,0,D,14,9,20,25,6,2,4,4,0,0,1.9,3.25,3.5,1.85,3.4,3.75,1.95,3.25,3.85,1.9,3.1,3.5,1.91,3.25,3.4,1.95,3.3,3.5,1.83,3.3,3.6,1.55,2.25,1.7,2.1,1.95,1.76,-0.5,1.92,1.92,-0.5,1.95,1.95,-0.5,,,,,,,,,
D1,27/02/2005,FC Schalke 04,Hannover 96,1,0,H,0,0,D,17,16,17,12,8,8,1,4,0,0,1.44,3.75,6.5,1.45,4.1,6,1.47,3.85,7.2,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.75,7,1.44,3.6,6.5,1.6,2.15,1.75,2.05,1.78,2.02,-1,1.78,2.06,-1,1.8,2.1,-1,,,,,,,,,
D1,05/03/2005,Bayern München,Werder Bremen,1,0,H,1,0,H,6,13,17,27,5,8,2,4,0,0,1.66,3.4,4.5,1.7,3.5,4.4,1.75,3.5,4.5,1.75,3.2,4,1.73,3.2,4.33,1.73,3.4,4.5,1.66,3.3,4.5,2.15,1.6,1.8,2,2.15,1.65,-1,1.92,1.92,-0.75,2,1.9,-0.75,,,,,,,,,
D1,05/03/2005,VFL Bochum,FC Schalke 04,0,2,A,0,1,A,10,19,25,20,3,9,2,1,0,0,3.5,3.25,1.9,3.5,3.25,1.95,3.45,3.35,2.05,3.2,3.1,2,3.4,3.25,1.91,3.4,3.25,2,3.3,3.25,1.95,2.05,1.65,1.65,2.2,1.17,3.65,1.5,1.86,1.98,0.5,1.875,2.025,0.5,,,,,,,,,
D1,05/03/2005,Hamburger SV,Bayer Leverkusen,1,0,H,1,0,H,9,12,29,23,4,3,5,3,0,0,2.25,3.25,2.75,2.2,3.3,2.9,2.2,3.25,3.15,2.1,3,3.1,2.2,3.2,2.8,2.25,3.25,2.88,2.1,3.3,2.87,2.25,1.55,1.65,2.2,1.55,2.3,0,1.92,1.92,-0.25,1.95,1.95,-0.25,,,,,,,,,
D1,05/03/2005,Hannover 96,FC Hansa Rostock,0,1,A,0,1,A,11,12,21,23,7,4,0,3,0,0,1.66,3.4,4.5,1.55,3.9,5,1.65,3.55,5.25,1.6,3.4,4.6,1.62,3.5,4.5,1.62,3.5,5,1.61,3.3,5,2.05,1.65,1.7,2.1,2.05,1.7,-1,1.88,1.96,-0.75,1.85,2.05,-0.75,,,,,,,,,
D1,05/03/2005,FSV Mainz 05,SC Freiburg,5,0,H,3,0,H,17,12,21,14,6,13,1,3,0,0,1.9,3.25,3.5,1.8,3.4,4,1.9,3.35,3.9,1.8,3.1,3.8,1.91,3.25,3.4,1.91,3.2,3.75,2,3.3,3.1,1.9,1.79,1.7,2.1,1.65,2.15,-0.25,1.88,1.96,-0.5,1.975,1.925,-0.5,,,,,,,,,
D1,05/03/2005,Bor. Mönchengladbach,VFL Wolfsburg,1,0,H,0,0,D,15,7,12,20,5,3,2,1,0,0,1.9,3.25,3.5,2.05,3.2,3.3,2.1,3.25,3.35,2.1,3,3.1,2,3.2,3.2,2,3.25,3.4,2.05,3.3,3,2.05,1.65,1.8,2,1.75,2,-0.25,1.98,1.86,-0.5,2.05,1.85,-0.5,,,,,,,,,
D1,05/03/2005,VfB Stuttgart,Arminia Bielefeld,2,1,H,0,0,D,19,5,23,23,9,2,0,1,0,0,1.5,3.5,6,1.45,4.2,5.7,1.55,3.75,6,1.5,3.7,5,1.53,3.5,5.5,1.53,3.6,6,1.5,3.6,5.5,2,1.71,1.8,2,1.95,1.8,-1.25,1.86,1.98,-1,1.85,2.05,-1,,,,,,,,,
D1,06/03/2005,Hertha BSC,FC Kaiserslautern,1,1,D,0,0,D,24,11,14,21,6,6,3,2,0,0,1.66,3.4,4.5,1.6,3.7,4.9,1.67,3.6,4.9,1.7,3.2,4.2,1.67,3.4,4.33,1.67,3.5,4.75,1.7,3.3,4.33,2.05,1.65,1.7,2.1,2.05,1.7,-1,1.82,2.02,-0.75,1.825,2.075,-0.75,,,,,,,,,
D1,06/03/2005,FC Nürnberg,Borussia Dortmund,2,2,D,0,0,D,17,16,19,16,4,7,5,3,1,0,2.62,3.2,2.37,2.5,3.3,2.5,2.55,3.3,2.6,2.5,3,2.5,2.5,3.2,2.5,2.6,3.2,2.6,2.5,3.25,2.4,2,1.71,1.8,2,2.2,1.6,-0.25,1.86,1.98,0,1.9,2,0,,,,,,,,,
D1,12/03/2005,Arminia Bielefeld,Hamburger SV,3,4,A,2,3,A,19,10,21,33,5,3,3,3,0,1,2.4,3.2,2.6,2.5,3.3,2.5,2.62,3.25,2.55,2.5,3,2.5,2.5,3.2,2.5,2.5,3.2,2.6,2.37,3.1,2.62,1.71,2,1.8,2,1.9,1.82,0,2.02,1.82,0,2,1.9,0,,,,,,,,,
D1,12/03/2005,SC Freiburg,FC Nürnberg,2,3,A,1,1,D,15,20,14,18,8,7,1,3,0,0,2.4,3.2,2.6,2.35,3.35,2.65,2.35,3.3,2.85,2.5,3,2.5,2.38,3.2,2.6,2.38,3.2,2.75,2.3,3.2,2.62,1.65,2.05,1.8,2,2.05,1.7,-0.25,2.06,1.78,-0.25,2.05,1.85,-0.25,,,,,,,,,
D1,12/03/2005,FC Hansa Rostock,VFL Bochum,3,1,H,1,0,H,14,19,23,25,3,5,1,2,0,0,2,3.25,3.25,2,3.45,3.2,2.05,3.3,3.45,2,3.1,3.2,2,3.2,3.2,2.1,3.25,3.2,2,3.2,3.2,1.75,1.95,1.8,2,1.73,2,-0.25,1.78,2.06,-0.25,1.8,2.1,-0.25,,,,,,,,,
D1,12/03/2005,FC Kaiserslautern,Bor. Mönchengladbach,1,0,H,1,0,H,17,17,23,19,3,5,1,1,0,0,1.9,3.25,3.5,1.8,3.4,3.95,2.1,3.15,3.4,1.8,3.1,3.8,1.91,3.25,3.4,2,3.25,3.4,1.72,3.4,4,1.8,1.8,1.8,2,1.73,2,-0.25,1.78,2.06,-0.25,1.8,2.1,-0.25,,,,,,,,,
D1,12/03/2005,Bayer Leverkusen,Hertha BSC,3,3,D,2,2,D,22,9,18,17,11,2,2,0,0,1,2,3.25,3.25,1.95,3.3,3.5,2,3.3,3.65,2.1,3,3.1,2,3.2,3.2,2,3.25,3.4,1.95,3.25,3.3,1.65,2.05,1.65,2.2,2,1.73,-0.5,2.04,1.8,-0.5,2.15,1.75,-0.5,,,,,,,,,
D1,12/03/2005,Werder Bremen,FSV Mainz 05,0,0,D,0,0,D,20,8,14,18,6,8,2,3,0,0,1.33,4.33,7.5,1.25,5.2,9.2,1.3,4.75,10,1.27,4.3,8.5,1.33,4,8,1.33,4.33,8.5,1.3,4.33,8,1.45,2.5,1.55,2.37,,,,1.88,1.96,-1.5,1.925,1.975,-1.5,,,,,,,,,
D1,12/03/2005,VFL Wolfsburg,Hannover 96,1,0,H,1,0,H,13,17,28,15,3,8,3,3,0,0,1.61,3.4,5,1.7,3.6,4.3,1.75,3.4,4.75,1.7,3.2,4.2,1.62,3.5,4.5,1.62,3.5,5,1.61,3.5,4.5,1.66,2.05,1.7,2.1,1.82,1.9,-0.75,1.78,2.06,-0.75,1.8,2.1,-0.75,,,,,,,,,
D1,13/03/2005,Borussia Dortmund,VfB Stuttgart,0,2,A,0,1,A,18,13,20,16,8,1,3,4,1,1,2.3,3.2,2.7,2.2,3.35,2.85,2.25,3.3,3,2.3,3,2.7,2.25,3.2,2.75,2.3,3.2,2.88,2.3,3.1,2.75,1.79,1.9,1.8,2,2,1.73,-0.25,2.08,1.76,-0.25,2.15,1.75,-0.25,,,,,,,,,
D1,13/03/2005,FC Schalke 04,Bayern München,1,0,H,0,0,D,11,17,23,26,1,4,2,2,0,0,2.5,3,2.62,2.35,3.25,2.7,2.45,3.2,2.8,2.3,3,2.7,2.5,2.88,2.62,2.5,3.2,2.7,2.3,3.1,2.75,1.79,1.9,1.85,1.95,1.73,2,0,2.12,1.72,-0.25,1.8,2.1,0,,,,,,,,,
D1,19/03/2005,Bayern München,FC Hansa Rostock,3,1,H,1,1,D,25,6,16,22,9,5,3,5,0,0,1.22,5,10,1.2,5.75,10.5,1.25,5.5,10.5,1.25,4.5,9,1.22,5,9,1.25,5,10,1.22,5,9.5,1.55,2.25,1.6,2.3,1.75,2.08,-1.5,1.7,2.14,-1.5,1.775,2.125,-1.5,,,,,,,,,
D1,19/03/2005,VFL Bochum,VFL Wolfsburg,5,1,H,4,0,H,12,19,13,21,5,9,1,2,0,0,2.4,3.2,2.6,2.3,3.35,2.7,2.4,3.35,2.75,2.4,3.1,2.5,2.38,3.2,2.6,2.38,3.25,2.7,2.4,3.25,2.5,1.71,2,1.7,2.1,1.77,2.05,0,1.76,2.08,0,1.775,2.125,0,,,,,,,,,
D1,19/03/2005,Hamburger SV,Borussia Dortmund,2,3,A,1,1,D,10,17,20,19,3,3,2,3,0,0,1.8,3.25,4,1.8,3.5,3.85,1.83,3.4,4.2,1.85,3.1,3.6,1.73,3.4,4,1.8,3.4,4,1.72,3.25,4.2,1.6,2.15,1.65,2.2,1.83,1.88,-0.5,1.76,2.08,-0.5,1.825,2.075,-0.5,,,,,,,,,
D1,19/03/2005,Hannover 96,Bor. Mönchengladbach,2,1,H,0,1,A,9,11,13,21,4,2,1,3,0,0,2.1,3.25,3,1.95,3.3,3.5,2.1,3.25,3.4,2,3.1,3.2,2.1,3.2,3,2.1,3.2,3.2,2,3.3,3.1,1.85,1.85,1.9,1.9,1.85,1.95,-0.25,1.82,2.02,-0.25,1.85,2.05,-0.25,,,,,,,,,
D1,19/03/2005,Hertha BSC,Arminia Bielefeld,3,0,H,1,0,H,12,15,23,18,3,4,0,3,0,0,1.5,3.5,6,1.5,3.9,5.6,1.55,3.75,6,1.55,3.5,4.8,1.5,3.4,6,1.53,3.6,6,1.53,3.5,5.5,1.71,2,1.8,2,1.85,1.95,-1,1.86,1.98,-1,1.85,2.05,-1,,,,,,,,,
D1,19/03/2005,Bayer Leverkusen,FC Kaiserslautern,2,0,H,1,0,H,16,13,13,21,5,9,2,2,0,0,1.66,3.4,4.5,1.55,3.8,5.2,1.65,3.6,5.2,1.7,3.2,4.2,1.62,3.5,4.5,1.62,3.5,5,1.66,3.3,4.5,1.6,2.15,1.6,2.3,1.75,2.08,-0.75,1.76,2.08,-0.75,1.825,2.075,-0.75,,,,,,,,,
D1,19/03/2005,FC Nürnberg,Werder Bremen,1,2,A,0,2,A,12,18,17,23,2,10,3,2,0,0,3.75,3.3,1.8,3.4,3.5,1.9,4.1,3.4,1.85,3.2,3.1,2,3.75,3.2,1.83,4.33,3.25,1.8,3.6,3.3,1.83,1.55,2.25,1.53,2.4,1.86,1.85,0.5,2.06,1.78,0.5,2.075,1.825,0.5,,,,,,,,,
D1,20/03/2005,FSV Mainz 05,FC Schalke 04,2,1,H,1,0,H,15,17,18,27,4,5,1,3,0,0,4.2,3.4,1.83,4.1,3.5,1.75,4.25,3.4,1.83,3.8,3.1,1.8,4,3.2,1.8,4,3.4,1.85,3.75,3.3,1.8,1.75,1.95,1.85,1.95,1.89,1.83,0.5,1.98,1.86,0.5,2.05,1.85,0.5,,,,,,,,,
D1,20/03/2005,VfB Stuttgart,SC Freiburg,1,0,H,1,0,H,16,6,16,23,7,5,1,2,0,0,1.28,4.5,8.5,1.25,5.2,9.2,1.28,5.25,9.5,1.3,4.2,8,1.22,5,9,1.29,4.75,9,1.25,5,8,1.5,2.35,1.55,2.37,1.73,2.1,-1.5,1.74,2.1,-1.5,2.05,1.85,-1.75,,,,,,,,,
D1,02/04/2005,Arminia Bielefeld,Bayer Leverkusen,1,0,H,0,0,D,12,12,17,24,8,5,1,2,0,0,3,3.25,2.1,2.9,3.3,2.2,3,3.2,2.25,2.9,3,2.2,2.75,3.2,2.25,3,3.2,2.2,2.62,3.3,2.25,1.6,2.15,1.61,2.25,2,1.8,0.25,2.04,1.8,0.25,2.025,1.875,0.25,,,,,,,,,
D1,02/04/2005,SC Freiburg,Hamburger SV,1,1,D,1,1,D,12,18,22,25,2,3,3,3,0,1,3.5,3.25,1.9,4.1,3.5,1.75,4.1,3.3,1.85,4,3.2,1.75,3.75,3.25,1.8,4,3.4,1.8,3.6,3.4,1.8,1.55,2.25,1.6,2.3,1.85,1.8,0.5,,,,2,1.9,0.5,,,,,,,,,
D1,02/04/2005,FC Hansa Rostock,FSV Mainz 05,2,0,H,1,0,H,8,15,21,16,2,6,2,1,0,0,1.8,3.3,3.75,1.95,3.3,3.5,1.85,3.4,3.9,1.9,3.1,3.5,1.8,3.2,4,1.8,3.2,4.33,1.95,3.3,3.25,1.71,2,1.75,2.05,1.9,1.76,-0.5,1.8,2.04,-0.5,1.85,2.05,-0.5,,,,,,,,,
D1,02/04/2005,FC Kaiserslautern,Hannover 96,0,2,A,0,0,D,18,8,21,19,8,1,2,2,0,0,1.8,3.25,4,1.8,3.4,4,1.8,3.3,4.3,1.8,3.1,3.8,1.8,3.25,3.75,1.8,3.4,4,1.72,3.4,4,1.79,1.9,1.8,2,1.8,1.87,-0.5,1.84,2,-0.5,1.825,2.05,-0.5,,,,,,,,,
D1,02/04/2005,FC Schalke 04,FC Nürnberg,4,1,H,3,0,H,19,9,9,16,7,4,1,2,0,0,1.36,4,7.5,1.4,4.1,7,1.37,4.25,8,1.4,3.9,6,1.36,4,7,1.36,4.2,8,1.36,3.75,8,1.55,2.25,1.53,2.4,1.8,2,-1.25,1.74,2.1,-1.25,1.8,2.1,-1.25,,,,,,,,,
D1,02/04/2005,Werder Bremen,VfB Stuttgart,1,2,A,0,0,D,13,6,19,26,6,3,3,4,1,0,1.9,3.1,3.75,1.9,3.35,3.6,1.9,3.25,3.85,1.9,3.1,3.5,1.91,3.25,3.4,1.95,3.25,3.6,1.9,3.25,3.4,1.65,2.05,1.61,2.25,1.9,1.76,-0.5,1.92,1.92,-0.5,1.9,2,-0.5,,,,,,,,,
D1,02/04/2005,VFL Wolfsburg,Bayern München,0,3,A,0,2,A,8,10,19,16,8,2,2,1,0,0,3.75,3.4,1.8,4.1,3.5,1.75,4,3.4,1.85,3.6,3.1,1.85,3.75,3.25,1.8,3.75,3.4,1.85,3.6,3.3,1.83,1.6,2.15,1.6,2.3,1.84,1.85,0.5,2,1.84,0.5,2.075,1.825,0.5,,,,,,,,,
D1,03/04/2005,Borussia Dortmund,Hertha BSC,2,1,H,2,0,H,16,16,12,14,4,7,1,0,0,0,2.3,3.2,2.7,2.4,3.35,2.6,2.3,3.2,2.9,2.4,3,2.6,2.25,3.2,2.75,2.3,3.2,2.8,2.3,3.2,2.62,1.75,1.95,1.75,2.05,1.8,2,0,1.78,2.06,0,1.8,2.1,0,,,,,,,,,
D1,03/04/2005,Bor. Mönchengladbach,VFL Bochum,2,2,D,1,0,H,14,22,21,28,10,6,2,4,0,0,1.8,3.25,4,1.8,3.4,4,1.8,3.3,4.3,1.8,3.1,3.8,1.67,3.4,4.33,1.83,3.3,4.33,1.72,3.4,4,1.71,2,1.65,2.2,1.8,1.87,-0.5,1.78,2.06,-0.5,1.85,2.05,-0.5,,,,,,,,,
D1,09/04/2005,Bayern München,Bor. Mönchengladbach,2,1,H,0,0,D,22,6,17,15,4,2,2,3,0,1,1.28,4.5,8.5,1.25,5,10,1.25,5,11,1.3,4.2,8,1.25,4.5,10,1.25,5.5,8.5,1.25,4.5,10,1.55,2.25,1.6,2.3,1.9,1.9,-1.5,1.98,1.86,-1.5,2,1.9,-1.5,,,,,,,,,
D1,09/04/2005,VFL Bochum,Hannover 96,1,0,H,0,0,D,15,6,26,16,1,2,1,1,0,0,2,3.25,3.25,2,3.35,3.3,2,3.3,3.5,2,3.1,3.2,2,3.2,3.2,2,3.3,3.4,2.1,3.3,2.87,1.65,2.05,1.75,2.05,1.75,2.05,-0.25,1.98,1.86,-0.5,1.95,1.95,-0.5,,,,,,,,,
D1,09/04/2005,Hamburger SV,Werder Bremen,1,2,A,0,1,A,14,16,23,29,8,3,4,3,0,0,2.37,3.2,2.62,2.35,3.35,2.65,2.4,3.25,2.75,2.3,3,2.7,2.38,3.2,2.6,2.62,3.1,2.62,2.37,3.1,2.62,1.6,2.15,1.55,2.37,1.85,1.95,0,1.92,1.92,0,2,1.9,0,,,,,,,,,
D1,09/04/2005,Hertha BSC,SC Freiburg,3,1,H,2,0,H,13,15,12,17,8,3,1,1,0,0,1.33,4.33,7.5,1.25,5,10,1.25,5,11,1.27,4.3,8.5,1.25,4.5,10,1.25,5.25,9.5,1.25,4.5,10,1.55,2.25,1.55,2.37,1.8,2,-1.5,1.82,2.02,-1.5,1.875,2.025,-1.5,,,,,,,,,
D1,09/04/2005,Bayer Leverkusen,Borussia Dortmund,0,1,A,0,0,D,14,15,19,17,4,5,2,1,0,0,1.8,3.25,4,1.75,3.5,4.1,1.83,3.3,4.2,1.9,3.1,3.5,1.73,3.4,4,1.8,3.4,4,1.8,3.25,3.8,1.6,2.15,1.55,2.37,1.83,1.85,-0.5,1.8,2.04,-0.5,1.8,2.1,-0.5,,,,,,,,,
D1,09/04/2005,FSV Mainz 05,VFL Wolfsburg,0,2,A,0,0,D,19,12,18,18,7,8,2,2,0,0,1.9,3.25,3.5,2.05,3.25,3.25,1.97,3.3,3.75,2,3.1,3.2,2,3.2,3.2,2,3.3,3.4,1.95,3.4,3.1,1.65,2.05,1.7,2.1,1.97,1.76,-0.5,1.84,2,-0.5,1.95,1.95,-0.5,,,,,,,,,
D1,09/04/2005,VfB Stuttgart,FC Schalke 04,3,0,H,1,0,H,7,9,11,17,3,4,1,5,0,1,2.25,3,3,2.25,3.35,2.8,2.3,3.2,2.9,2.3,3,2.7,2.2,3.2,2.8,2.1,3.2,3.25,2.15,3.25,2.87,1.71,2,1.8,2,2,1.8,-0.25,2.04,1.8,-0.25,2.05,1.85,-0.25,,,,,,,,,
D1,10/04/2005,Arminia Bielefeld,FC Kaiserslautern,0,2,A,0,2,A,19,16,15,31,7,7,2,2,0,0,2.1,3.25,3,2.15,3.3,3,2.05,3.25,3.4,2.1,3,3.1,2.1,3.2,3,1.9,3.3,3.75,2.05,3.3,3,1.75,1.95,1.8,2,1.8,2,-0.25,1.82,2.02,-0.25,1.85,2.05,-0.25,,,,,,,,,
D1,10/04/2005,FC Nürnberg,FC Hansa Rostock,3,0,H,0,0,D,17,14,26,23,4,4,5,0,0,0,2,3.25,3.25,2,3.35,3.3,2.05,3.2,3.4,2.2,3,2.9,2,3.2,3.2,2,3.3,3.4,2,3.3,3.1,1.65,2.05,1.7,2.1,1.85,1.95,-0.25,1.88,1.96,-0.25,1.9,2,-0.25,,,,,,,,,
D1,16/04/2005,Borussia Dortmund,Arminia Bielefeld,1,1,D,1,0,H,14,9,22,12,4,7,3,4,0,0,1.53,3.4,6,1.5,3.9,5.6,1.55,3.6,6,1.5,3.7,5,1.5,3.4,6,1.5,3.75,6,1.5,3.6,5.5,1.65,2.05,1.8,2,1.9,1.9,-1,1.88,1.96,-1,1.9,2,-1,,,,,,,,,
D1,16/04/2005,SC Freiburg,Bayer Leverkusen,1,3,A,1,1,D,16,14,17,17,3,4,3,3,0,0,4,3.5,1.72,4.2,3.6,1.7,4.2,3.4,1.8,4,3.2,1.75,4,3.4,1.73,4.2,3.5,1.73,4,3.4,1.72,1.65,2.05,1.7,2.1,1.88,1.8,0.5,2.12,1.72,0.5,2.15,1.75,0.5,,,,,,,,,
D1,16/04/2005,Hannover 96,Bayern München,0,1,A,0,0,D,8,17,12,9,2,8,1,1,0,0,5,3.4,1.61,4.75,3.5,1.65,5,3.5,1.67,4.6,3.4,1.6,4.33,3.4,1.67,4.75,3.5,1.67,4.5,3.5,1.61,1.71,2,1.8,2,1.95,1.85,0.75,2.06,1.78,0.75,2.1,1.8,0.75,,,,,,,,,
D1,16/04/2005,FC Hansa Rostock,VfB Stuttgart,2,1,H,1,0,H,10,6,23,20,5,4,4,5,0,0,4,3.25,1.8,3.5,3.45,1.9,3.95,3.4,1.85,3.5,3.1,1.9,3.75,3.25,1.8,3.75,3.4,1.85,3.75,3.3,1.8,1.71,2,1.8,2,1.83,1.85,0.5,1.98,1.86,0.5,2.1,1.8,0.5,,,,,,,,,
D1,16/04/2005,Bor. Mönchengladbach,FSV Mainz 05,1,1,D,0,0,D,8,16,20,21,4,2,2,0,0,0,1.72,3.5,4,1.75,3.4,4.2,1.7,3.4,4.75,1.75,3.2,4,1.73,3.4,4,1.73,3.4,4.5,1.7,3.4,4.2,1.71,2,1.8,2,1.9,1.9,-0.75,1.86,1.98,-0.75,1.9,2,-0.75,,,,,,,,,
D1,16/04/2005,FC Schalke 04,Hamburger SV,1,2,A,1,0,H,13,12,27,28,2,3,6,2,0,0,1.57,3.6,5,1.6,3.6,5,1.65,3.6,4.9,1.65,3.3,4.4,1.67,3.4,4.33,1.67,3.4,4.75,1.66,3.4,4.33,1.6,2.15,1.65,2.2,1.85,1.95,-0.75,1.84,2,-0.75,1.925,1.975,-0.75,,,,,,,,,
D1,16/04/2005,Werder Bremen,Hertha BSC,0,1,A,0,1,A,19,9,18,20,11,2,0,1,0,0,1.8,3.25,4,1.9,3.35,3.6,1.9,3.3,3.9,1.9,3.1,3.5,1.8,3.25,3.75,1.85,3.25,4,1.83,3.3,3.6,1.55,2.25,1.61,2.25,1.9,1.79,-0.5,1.86,1.98,-0.5,1.9,2,-0.5,,,,,,,,,
D1,17/04/2005,FC Kaiserslautern,VFL Bochum,1,2,A,0,1,A,24,15,20,18,9,9,2,4,0,0,1.9,3.25,4,1.9,3.45,3.5,1.95,3.25,3.75,1.8,3.1,3.8,1.83,3.4,3.5,1.91,3.4,3.75,1.8,3.4,3.6,1.75,1.95,1.8,2,1.95,1.74,-0.5,2.1,1.74,-0.5,2.125,1.775,-0.5,,,,,,,,,
D1,17/04/2005,VFL Wolfsburg,FC Nürnberg,0,1,A,0,0,D,14,11,18,22,6,5,2,3,0,0,1.72,3.5,4,1.8,3.5,3.8,1.8,3.4,4.2,1.75,3.2,4,1.73,3.4,4,1.8,3.4,4,1.7,3.4,4.2,1.55,2.25,1.5,2.5,1.8,1.88,-0.5,1.76,2.08,-0.5,1.8,2.1,-0.5,,,,,,,,,
D1,23/04/2005,Bayern München,VFL Bochum,3,1,H,2,0,H,22,9,13,9,7,4,1,1,0,1,1.25,5,8.5,1.25,5.2,9,1.25,5.25,10,1.27,4.3,8.5,1.25,5,8,1.25,5,10,1.25,5,8,1.55,2.25,1.57,2.35,1.95,1.85,-1.5,1.96,1.88,-1.5,1.95,1.95,-1.5,,,,,,,,,
D1,23/04/2005,Arminia Bielefeld,SC Freiburg,3,1,H,1,1,D,18,11,13,15,2,7,0,1,0,0,1.5,3.5,6,1.45,4.2,5.8,1.52,3.75,6,1.4,3.9,6,1.5,3.6,5.5,1.5,3.6,6.5,1.44,3.75,6,1.65,2.05,1.7,2.1,1.95,1.85,-1,,,,2.075,1.825,-1,,,,,,,,,
D1,23/04/2005,Borussia Dortmund,FC Kaiserslautern,4,2,H,2,2,D,17,7,17,20,3,2,2,0,0,0,1.53,3.6,5.5,1.55,3.7,5.3,1.6,3.5,5.5,1.55,3.5,4.8,1.57,3.5,5,1.62,3.5,5,1.6,3.4,4.8,1.71,2,1.85,1.95,1.9,1.9,-1,1.96,1.88,-1,1.95,1.95,-1,,,,,,,,,
D1,23/04/2005,Hamburger SV,FC Hansa Rostock,3,0,H,0,0,D,15,11,22,22,4,5,0,5,0,0,1.57,3.4,5.5,1.55,3.7,5.3,1.57,3.65,5.6,1.6,3.4,4.6,1.53,3.5,5.5,1.57,3.6,5.5,1.5,3.6,5.5,1.55,2.25,1.65,2.2,1.8,2,-0.75,1.88,1.96,-0.75,1.9,2,-0.75,,,,,,,,,
D1,23/04/2005,Hertha BSC,FC Schalke 04,4,1,H,2,1,H,18,6,23,19,4,2,2,3,0,1,2.3,3.2,2.7,2.3,3.1,2.9,2.2,3.3,2.9,2.2,3,2.9,2.2,3.2,2.8,2.2,3.2,3,2.25,3.2,2.75,1.65,2.05,1.7,2.1,1.8,2,-0.25,1.86,1.98,-0.25,1.875,2.025,-0.25,,,,,,,,,
D1,23/04/2005,FSV Mainz 05,Hannover 96,2,0,H,1,0,H,14,7,16,10,3,2,1,0,0,0,1.8,3.25,4,1.9,3.25,3.7,1.83,3.4,4,1.8,3.1,3.8,1.83,3.2,3.75,1.85,3.4,3.75,1.9,3.3,3.3,1.79,1.9,1.95,1.85,1.83,1.84,-0.5,1.82,2.02,-0.5,1.85,2,-0.5,,,,,,,,,
D1,23/04/2005,VfB Stuttgart,VFL Wolfsburg,0,0,D,0,0,D,20,8,15,18,8,5,2,4,0,0,1.44,3.75,6.5,1.45,4.2,5.8,1.45,3.9,7,1.5,3.7,5,1.44,3.6,6.5,1.44,3.75,7,1.4,3.75,7,1.6,2.15,1.6,2.3,2,1.8,-1.25,1.9,1.94,-1.25,1.95,1.95,-1.25,,,,,,,,,
D1,24/04/2005,Bayer Leverkusen,Werder Bremen,2,1,H,2,1,H,7,17,18,17,6,2,3,1,0,0,2.2,3.25,2.8,2.25,3.2,2.9,2.25,3.25,2.95,2.2,3.1,2.8,2.2,3.2,2.8,2.2,3.2,3,2.2,3.25,2.75,1.55,2.25,1.57,2.35,1.9,1.9,-0.25,1.96,1.88,-0.25,1.95,1.95,-0.25,,,,,,,,,
D1,24/04/2005,FC Nürnberg,Bor. Mönchengladbach,0,0,D,0,0,D,18,12,26,24,6,4,2,2,0,0,2.1,3.25,3,2.1,3.1,3.3,2.1,3.25,3.25,2,3.2,3.1,2.1,3.2,3,2.1,3.2,3.4,2,3.4,3,1.71,2,1.75,2.05,1.9,1.9,-0.25,1.94,1.9,-0.25,2,1.9,-0.25,,,,,,,,,
D1,30/04/2005,VFL Bochum,FSV Mainz 05,2,6,A,1,1,D,13,25,19,20,3,1,5,2,0,0,1.66,3.3,4.5,1.75,3.45,4.25,1.75,3.3,4.25,1.75,3.2,4,1.67,3.4,4.33,1.7,3.4,4.5,1.7,3.4,4.2,1.71,2,1.8,2,1.75,1.86,-0.5,1.86,1.98,-0.75,1.9,2,-0.75,,,,,,,,,
