Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
D1,23/09/1995,Hamburger SV,Karlsruher SC,0,0,D,0,0,D,,,,,,,,,,,
D1,23/09/1995,FC Hansa Rostock,FC St. Pauli,2,0,H,1,0,H,,,,,,,,,,,
D1,23/09/1995,VfB Stuttgart,Bor. Mönchengladbach,5,0,H,2,0,H,,,,,,,,,,,
D1,23/09/1995,Werder Bremen,FC Kaiserslautern,1,1,D,1,0,H,,,,,,,,,,,
D1,24/09/1995,FC Schalke 04,1860 München,1,1,D,1,0,H,,,,,,,,,,,
D1,29/09/1995,FC St. Pauli,VfB Stuttgart,1,3,A,1,2,A,,,,,,,,,,,
D1,29/09/1995,KFC Uerdingen 05,Hamburger SV,1,1,D,0,1,A,,,,,,,,,,,
D1,30/09/1995,SC Freiburg,FC Schalke 04,1,2,A,0,0,D,,,,,,,,,,,
D1,30/09/1995,FC Kaiserslautern,FC Köln,1,1,D,1,1,D,,,,,,,,,,,
D1,30/09/1995,Karlsruher SC,FC Hansa Rostock,0,2,A,0,0,D,,,,,,,,,,,
D1,30/09/1995,Bayer Leverkusen,Werder Bremen,2,2,D,1,1,D,,,,,,,,,,,
D1,30/09/1995,1860 München,Fortuna Düsseldorf,2,1,H,1,1,D,,,,,,,,,,,
D1,01/10/1995,Borussia Dortmund,Bayern München,3,1,H,1,0,H,,,,,,,,,,,
D1,01/10/1995,Bor. Mönchengladbach,Eintracht Frankfurt,4,1,H,2,1,H,,,,,,,,,,,
D1,13/10/1995,FC Hansa Rostock,VfB Stuttgart,3,3,D,2,1,H,,,,,,,,,,,
D1,13/10/1995,FC Schalke 04,FC Kaiserslautern,1,1,D,0,1,A,,,,,,,,,,,
D1,14/10/1995,Bayern München,Bor. Mönchengladbach,1,2,A,0,1,A,,,,,,,,,,,
D1,14/10/1995,Fortuna Düsseldorf,SC Freiburg,0,0,D,0,0,D,,,,,,,,,,,
D1,14/10/1995,Eintracht Frankfurt,FC St. Pauli,2,2,D,0,0,D,,,,,,,,,,,
D1,14/10/1995,Hamburger SV,1860 München,2,2,D,0,0,D,,,,,,,,,,,
D1,14/10/1995,Karlsruher SC,KFC Uerdingen 05,2,0,H,0,0,D,,,,,,,,,,,
D1,14/10/1995,Werder Bremen,Borussia Dortmund,2,2,D,1,1,D,,,,,,,,,,,
D1,15/10/1995,FC Köln,Bayer Leverkusen,2,2,D,1,2,A,,,,,,,,,,,
D1,20/10/1995,Bayer Leverkusen,FC Schalke 04,0,0,D,0,0,D,,,,,,,,,,,
D1,20/10/1995,KFC Uerdingen 05,FC Hansa Rostock,1,1,D,0,1,A,,,,,,,,,,,
D1,21/10/1995,Borussia Dortmund,FC Köln,3,0,H,0,0,D,,,,,,,,,,,
D1,21/10/1995,SC Freiburg,Hamburger SV,0,3,A,0,2,A,,,,,,,,,,,
D1,21/10/1995,FC Kaiserslautern,Fortuna Düsseldorf,2,0,H,1,0,H,,,,,,,,,,,
D1,21/10/1995,1860 München,Karlsruher SC,1,1,D,0,0,D,,,,,,,,,,,
D1,21/10/1995,FC St. Pauli,Bayern München,0,1,A,0,1,A,,,,,,,,,,,
D1,21/10/1995,VfB Stuttgart,Eintracht Frankfurt,3,2,H,1,1,D,,,,,,,,,,,
D1,22/10/1995,Bor. Mönchengladbach,Werder Bremen,1,0,H,0,0,D,,,,,,,,,,,
D1,27/10/1995,FC Köln,Bor. Mönchengladbach,0,2,A,0,1,A,,,,,,,,,,,
D1,27/10/1995,Karlsruher SC,SC Freiburg,1,1,D,1,0,H,,,,,,,,,,,
D1,28/10/1995,Bayern München,VfB Stuttgart,5,3,H,1,0,H,,,,,,,,,,,
D1,28/10/1995,Fortuna Düsseldorf,Bayer Leverkusen,1,1,D,0,1,A,,,,,,,,,,,
D1,28/10/1995,Hamburger SV,FC Kaiserslautern,1,0,H,1,0,H,,,,,,,,,,,
D1,28/10/1995,FC Hansa Rostock,Eintracht Frankfurt,1,1,D,0,1,A,,,,,,,,,,,
D1,28/10/1995,FC Schalke 04,Borussia Dortmund,1,2,A,1,1,D,,,,,,,,,,,
D1,28/10/1995,Werder Bremen,FC St. Pauli,1,1,D,1,0,H,,,,,,,,,,,
D1,29/10/1995,KFC Uerdingen 05,1860 München,2,0,H,2,0,H,,,,,,,,,,,
D1,03/11/1995,Bayer Leverkusen,Hamburger SV,0,1,A,0,1,A,,,,,,,,,,,
D1,03/11/1995,FC St. Pauli,FC Köln,3,3,D,0,1,A,,,,,,,,,,,
D1,04/11/1995,Borussia Dortmund,Fortuna Düsseldorf,3,0,H,2,0,H,,,,,,,,,,,
D1,04/11/1995,Eintracht Frankfurt,Bayern München,4,1,H,2,0,H,,,,,,,,,,,
D1,04/11/1995,SC Freiburg,KFC Uerdingen 05,1,1,D,0,1,A,,,,,,,,,,,
D1,04/11/1995,FC Kaiserslautern,Karlsruher SC,2,2,D,1,1,D,,,,,,,,,,,
D1,04/11/1995,1860 München,FC Hansa Rostock,1,1,D,1,0,H,,,,,,,,,,,
D1,04/11/1995,VfB Stuttgart,Werder Bremen,1,1,D,0,0,D,,,,,,,,,,,
D1,05/11/1995,Bor. Mönchengladbach,FC Schalke 04,4,1,H,1,1,D,,,,,,,,,,,
D1,10/11/1995,Hamburger SV,Borussia Dortmund,2,2,D,0,2,A,,,,,,,,,,,
D1,10/11/1995,FC Hansa Rostock,Bayern München,0,0,D,0,0,D,,,,,,,,,,,
D1,10/11/1995,KFC Uerdingen 05,FC Kaiserslautern,1,1,D,0,0,D,,,,,,,,,,,
D1,11/11/1995,Fortuna Düsseldorf,Bor. Mönchengladbach,3,2,H,1,1,D,,,,,,,,,,,
D1,11/11/1995,FC Köln,VfB Stuttgart,2,2,D,0,0,D,,,,,,,,,,,
D1,11/11/1995,Karlsruher SC,Bayer Leverkusen,1,4,A,0,2,A,,,,,,,,,,,
D1,11/11/1995,1860 München,SC Freiburg,3,0,H,1,0,H,,,,,,,,,,,
D1,11/11/1995,FC Schalke 04,FC St. Pauli,2,0,H,1,0,H,,,,,,,,,,,
D1,11/11/1995,Werder Bremen,Eintracht Frankfurt,1,1,D,1,0,H,,,,,,,,,,,
D1,17/11/1995,Bor. Mönchengladbach,Hamburger SV,1,2,A,0,2,A,,,,,,,,,,,
D1,17/11/1995,FC St. Pauli,Fortuna Düsseldorf,2,1,H,2,1,H,,,,,,,,,,,
D1,18/11/1995,Bayern München,Werder Bremen,2,0,H,1,0,H,,,,,,,,,,,
D1,18/11/1995,Borussia Dortmund,Karlsruher SC,4,1,H,1,0,H,,,,,,,,,,,
D1,18/11/1995,Eintracht Frankfurt,FC Köln,1,0,H,0,0,D,,,,,,,,,,,
D1,18/11/1995,SC Freiburg,FC Hansa Rostock,2,1,H,1,1,D,,,,,,,,,,,
D1,18/11/1995,FC Kaiserslautern,1860 München,0,0,D,0,0,D,,,,,,,,,,,
D1,18/11/1995,Bayer Leverkusen,KFC Uerdingen 05,2,1,H,1,0,H,,,,,,,,,,,
D1,19/11/1995,VfB Stuttgart,FC Schalke 04,2,2,D,1,1,D,,,,,,,,,,,
D1,24/11/1995,Fortuna Düsseldorf,VfB Stuttgart,1,2,A,1,0,H,,,,,,,,,,,
D1,24/11/1995,Hamburger SV,FC St. Pauli,1,0,H,1,0,H,,,,,,,,,,,
D1,25/11/1995,FC Kaiserslautern,SC Freiburg,1,2,A,0,0,D,,,,,,,,,,,
D1,25/11/1995,Karlsruher SC,Bor. Mönchengladbach,4,0,H,1,0,H,,,,,,,,,,,
D1,25/11/1995,1860 München,Bayer Leverkusen,0,1,A,0,0,D,,,,,,,,,,,
D1,25/11/1995,FC Schalke 04,Eintracht Frankfurt,2,0,H,1,0,H,,,,,,,,,,,
D1,25/11/1995,KFC Uerdingen 05,Borussia Dortmund,0,2,A,0,0,D,,,,,,,,,,,
D1,25/11/1995,Werder Bremen,FC Hansa Rostock,0,2,A,0,1,A,,,,,,,,,,,
D1,26/11/1995,FC Köln,Bayern München,0,0,D,0,0,D,,,,,,,,,,,
D1,01/12/1995,Borussia Dortmund,1860 München,3,1,H,1,1,D,,,,,,,,,,,
D1,01/12/1995,Bayer Leverkusen,SC Freiburg,0,1,A,0,1,A,,,,,,,,,,,
D1,01/12/1995,Werder Bremen,FC Köln,0,1,A,0,0,D,,,,,,,,,,,
D1,02/12/1995,Bayern München,FC Schalke 04,4,0,H,1,0,H,,,,,,,,,,,
D1,02/12/1995,Eintracht Frankfurt,Fortuna Düsseldorf,3,0,H,3,0,H,,,,,,,,,,,
D1,02/12/1995,FC Hansa Rostock,FC Kaiserslautern,3,0,H,2,0,H,,,,,,,,,,,
D1,02/12/1995,Bor. Mönchengladbach,KFC Uerdingen 05,2,1,H,2,1,H,,,,,,,,,,,
D1,02/12/1995,FC St. Pauli,Karlsruher SC,1,1,D,1,1,D,,,,,,,,,,,
D1,02/12/1995,VfB Stuttgart,Hamburger SV,3,0,H,1,0,H,,,,,,,,,,,
D1,08/12/1995,Hamburger SV,Eintracht Frankfurt,5,1,H,4,0,H,,,,,,,,,,,
D1,08/12/1995,KFC Uerdingen 05,FC St. Pauli,2,5,A,2,2,D,,,,,,,,,,,
D1,09/12/1995,Fortuna Düsseldorf,Bayern München,0,2,A,0,0,D,,,,,,,,,,,
D1,09/12/1995,SC Freiburg,Borussia Dortmund,0,1,A,0,0,D,,,,,,,,,,,
D1,09/12/1995,FC Kaiserslautern,Bayer Leverkusen,1,0,H,0,0,D,,,,,,,,,,,
D1,09/12/1995,Karlsruher SC,VfB Stuttgart,1,2,A,0,1,A,,,,,,,,,,,
D1,09/12/1995,1860 München,Bor. Mönchengladbach,4,0,H,2,0,H,,,,,,,,,,,
D1,09/12/1995,FC Schalke 04,Werder Bremen,2,1,H,0,0,D,,,,,,,,,,,
D1,10/12/1995,FC Köln,FC Hansa Rostock,3,0,H,1,0,H,,,,,,,,,,,
D1,09/02/1996,SC Freiburg,Bor. Mönchengladbach,0,0,D,0,0,D,,,,,,,,,,,
D1,10/02/1996,FC Kaiserslautern,Borussia Dortmund,1,1,D,1,1,D,,,,,,,,,,,
D1,10/02/1996,Karlsruher SC,Eintracht Frankfurt,1,1,D,0,1,A,,,,,,,,,,,
D1,10/02/1996,1860 München,FC St. Pauli,2,0,H,1,0,H,,,,,,,,,,,
D1,11/02/1996,Hamburger SV,Bayern München,2,1,H,0,1,A,,,,,,,,,,,
D1,14/02/1996,FC Köln,Fortuna Düsseldorf,0,0,D,0,0,D,,,,,,,,,,,
D1,16/02/1996,Eintracht Frankfurt,KFC Uerdingen 05,1,0,H,1,0,H,,,,,,,,,,,
D1,17/02/1996,Bayern München,Karlsruher SC,1,4,A,0,1,A,,,,,,,,,,,
D1,17/02/1996,VfB Stuttgart,1860 München,2,3,A,2,2,D,,,,,,,,,,,
D1,23/02/1996,FC Kaiserslautern,FC St. Pauli,0,0,D,0,0,D,,,,,,,,,,,
D1,23/02/1996,Bayer Leverkusen,Bor. Mönchengladbach,0,0,D,0,0,D,,,,,,,,,,,
D1,24/02/1996,Borussia Dortmund,FC Hansa Rostock,1,2,A,0,1,A,,,,,,,,,,,
D1,24/02/1996,Fortuna Düsseldorf,FC Schalke 04,2,0,H,1,0,H,,,,,,,,,,,
D1,24/02/1996,SC Freiburg,VfB Stuttgart,2,1,H,1,0,H,,,,,,,,,,,
D1,24/02/1996,Karlsruher SC,Werder Bremen,1,1,D,1,1,D,,,,,,,,,,,
D1,24/02/1996,1860 München,Eintracht Frankfurt,3,1,H,2,0,H,,,,,,,,,,,
D1,25/02/1996,KFC Uerdingen 05,Bayern München,1,6,A,0,1,A,,,,,,,,,,,
D1,01/03/1996,Werder Bremen,KFC Uerdingen 05,1,0,H,1,0,H,,,,,,,,,,,
D1,02/03/1996,Bayern München,1860 München,4,2,H,4,1,H,,,,,,,,,,,
D1,02/03/1996,Eintracht Frankfurt,SC Freiburg,0,1,A,0,0,D,,,,,,,,,,,
D1,02/03/1996,FC Köln,Karlsruher SC,0,1,A,0,0,D,,,,,,,,,,,
D1,02/03/1996,Bor. Mönchengladbach,Borussia Dortmund,2,2,D,1,0,H,,,,,,,,,,,
D1,02/03/1996,FC Schalke 04,Hamburger SV,3,0,H,2,0,H,,,,,,,,,,,
D1,02/03/1996,VfB Stuttgart,FC Kaiserslautern,2,0,H,0,0,D,,,,,,,,,,,
D1,03/03/1996,FC Hansa Rostock,Fortuna Düsseldorf,0,0,D,0,0,D,,,,,,,,,,,
D1,05/03/1996,FC Schalke 04,FC Köln,0,0,D,0,0,D,,,,,,,,,,,
D1,05/03/1996,FC St. Pauli,SC Freiburg,1,1,D,1,0,H,,,,,,,,,,,
D1,05/03/1996,Werder Bremen,Hamburger SV,2,1,H,2,1,H,,,,,,,,,,,
D1,08/03/1996,Hamburger SV,Fortuna Düsseldorf,4,1,H,0,0,D,,,,,,,,,,,
D1,08/03/1996,Bayer Leverkusen,VfB Stuttgart,0,0,D,0,0,D,,,,,,,,,,,
D1,09/03/1996,Borussia Dortmund,FC St. Pauli,1,0,H,0,0,D,,,,,,,,,,,
D1,09/03/1996,SC Freiburg,Bayern München,3,1,H,1,1,D,,,,,,,,,,,
D1,09/03/1996,FC Kaiserslautern,Eintracht Frankfurt,1,1,D,0,0,D,,,,,,,,,,,
D1,09/03/1996,Karlsruher SC,FC Schalke 04,0,1,A,0,1,A,,,,,,,,,,,
D1,09/03/1996,1860 München,Werder Bremen,1,1,D,1,0,H,,,,,,,,,,,
D1,09/03/1996,KFC Uerdingen 05,FC Köln,1,1,D,1,0,H,,,,,,,,,,,
D1,10/03/1996,Bor. Mönchengladbach,FC Hansa Rostock,3,2,H,2,1,H,,,,,,,,,,,
D1,12/03/1996,Fortuna Düsseldorf,Werder Bremen,1,1,D,0,0,D,,,,,,,,,,,
D1,15/03/1996,FC Köln,1860 München,2,0,H,0,0,D,,,,,,,,,,,
D1,15/03/1996,Werder Bremen,SC Freiburg,0,2,A,0,0,D,,,,,,,,,,,
D1,16/03/1996,Bayern München,FC Kaiserslautern,2,0,H,1,0,H,,,,,,,,,,,
D1,16/03/1996,Eintracht Frankfurt,Bayer Leverkusen,1,1,D,0,0,D,,,,,,,,,,,
D1,16/03/1996,FC Schalke 04,KFC Uerdingen 05,1,1,D,0,0,D,,,,,,,,,,,
D1,16/03/1996,FC St. Pauli,Bor. Mönchengladbach,0,2,A,0,0,D,,,,,,,,,,,
D1,16/03/1996,VfB Stuttgart,Borussia Dortmund,0,5,A,0,2,A,,,,,,,,,,,
D1,17/03/1996,Fortuna Düsseldorf,Karlsruher SC,2,0,H,1,0,H,,,,,,,,,,,
D1,19/03/1996,Hamburger SV,FC Köln,0,0,D,0,0,D,,,,,,,,,,,
D1,19/03/1996,Bayer Leverkusen,FC Hansa Rostock,2,0,H,1,0,H,,,,,,,,,,,
D1,19/03/1996,KFC Uerdingen 05,VfB Stuttgart,3,4,A,1,1,D,,,,,,,,,,,
D1,22/03/1996,Karlsruher SC,Hamburger SV,3,1,H,2,1,H,,,,,,,,,,,
D1,22/03/1996,1860 München,FC Schalke 04,1,1,D,1,0,H,,,,,,,,,,,
D1,23/03/1996,Borussia Dortmund,Eintracht Frankfurt,6,0,H,2,0,H,,,,,,,,,,,
D1,23/03/1996,SC Freiburg,FC Köln,2,0,H,0,0,D,,,,,,,,,,,
D1,23/03/1996,FC Kaiserslautern,Werder Bremen,0,0,D,0,0,D,,,,,,,,,,,
D1,23/03/1996,Bayer Leverkusen,Bayern München,1,2,A,1,1,D,,,,,,,,,,,
D1,23/03/1996,KFC Uerdingen 05,Fortuna Düsseldorf,1,3,A,1,1,D,,,,,,,,,,,
D1,24/03/1996,Bor. Mönchengladbach,VfB Stuttgart,1,1,D,0,1,A,,,,,,,,,,,
D1,24/03/1996,FC St. Pauli,FC Hansa Rostock,3,2,H,2,1,H,,,,,,,,,,,
D1,29/03/1996,FC Köln,FC Kaiserslautern,0,1,A,0,1,A,,,,,,,,,,,
D1,29/03/1996,Hamburger SV,KFC Uerdingen 05,0,0,D,0,0,D,,,,,,,,,,,
D1,30/03/1996,Bayern München,Borussia Dortmund,1,0,H,1,0,H,,,,,,,,,,,
D1,30/03/1996,Eintracht Frankfurt,Bor. Mönchengladbach,0,2,A,0,2,A,,,,,,,,,,,
D1,30/03/1996,FC Hansa Rostock,Karlsruher SC,1,1,D,0,0,D,,,,,,,,,,,
D1,30/03/1996,FC Schalke 04,SC Freiburg,3,0,H,1,0,H,,,,,,,,,,,
D1,30/03/1996,VfB Stuttgart,FC St. Pauli,1,1,D,1,0,H,,,,,,,,,,,
D1,30/03/1996,Werder Bremen,Bayer Leverkusen,2,1,H,1,0,H,,,,,,,,,,,
D1,31/03/1996,Fortuna Düsseldorf,1860 München,1,1,D,0,0,D,,,,,,,,,,,
D1,02/04/1996,FC St. Pauli,Bayer Leverkusen,2,1,H,0,0,D,,,,,,,,,,,
D1,04/04/1996,FC Kaiserslautern,FC Schalke 04,0,0,D,0,0,D,,,,,,,,,,,
D1,04/04/1996,VfB Stuttgart,FC Hansa Rostock,1,1,D,1,0,H,,,,,,,,,,,
D1,04/04/1996,KFC Uerdingen 05,Karlsruher SC,2,3,A,1,0,H,,,,,,,,,,,
D1,06/04/1996,Borussia Dortmund,Werder Bremen,1,1,D,1,1,D,,,,,,,,,,,
D1,06/04/1996,SC Freiburg,Fortuna Düsseldorf,1,1,D,1,0,H,,,,,,,,,,,
D1,06/04/1996,Bayer Leverkusen,FC Köln,1,2,A,1,1,D,,,,,,,,,,,
D1,06/04/1996,1860 München,Hamburger SV,5,0,H,2,0,H,,,,,,,,,,,
D1,06/04/1996,FC St. Pauli,Eintracht Frankfurt,2,1,H,1,1,D,,,,,,,,,,,
D1,07/04/1996,Bor. Mönchengladbach,Bayern München,3,1,H,2,1,H,,,,,,,,,,,
D1,09/04/1996,Eintracht Frankfurt,VfB Stuttgart,2,2,D,2,2,D,,,,,,,,,,,
D1,09/04/1996,FC Köln,Borussia Dortmund,0,0,D,0,0,D,,,,,,,,,,,
D1,09/04/1996,FC Hansa Rostock,KFC Uerdingen 05,1,0,H,0,0,D,,,,,,,,,,,
D1,09/04/1996,Karlsruher SC,1860 München,1,1,D,1,0,H,,,,,,,,,,,
D1,09/04/1996,FC Schalke 04,Bayer Leverkusen,1,1,D,0,1,A,,,,,,,,,,,
D1,10/04/1996,Bayern München,FC St. Pauli,1,1,D,0,1,A,,,,,,,,,,,
D1,10/04/1996,Fortuna Düsseldorf,FC Kaiserslautern,2,1,H,0,1,A,,,,,,,,,,,
D1,10/04/1996,Hamburger SV,SC Freiburg,0,0,D,0,0,D,,,,,,,,,,,
D1,10/04/1996,Werder Bremen,Bor. Mönchengladbach,2,0,H,1,0,H,,,,,,,,,,,
D1,12/04/1996,Eintracht Frankfurt,FC Hansa Rostock,1,3,A,1,1,D,,,,,,,,,,,
D1,12/04/1996,1860 München,KFC Uerdingen 05,2,1,H,0,1,A,,,,,,,,,,,
D1,13/04/1996,Borussia Dortmund,FC Schalke 04,0,0,D,0,0,D,,,,,,,,,,,
D1,13/04/1996,SC Freiburg,Karlsruher SC,0,3,A,0,2,A,,,,,,,,,,,
D1,13/04/1996,FC Kaiserslautern,Hamburger SV,1,2,A,0,1,A,,,,,,,,,,,
D1,13/04/1996,Bor. Mönchengladbach,FC Köln,2,1,H,1,0,H,,,,,,,,,,,
D1,13/04/1996,FC St. Pauli,Werder Bremen,1,2,A,0,1,A,,,,,,,,,,,
D1,13/04/1996,VfB Stuttgart,Bayern München,0,1,A,0,0,D,,,,,,,,,,,
D1,14/04/1996,Bayer Leverkusen,Fortuna Düsseldorf,0,0,D,0,0,D,,,,,,,,,,,
D1,16/04/1996,Bor. Mönchengladbach,FC Kaiserslautern,1,1,D,1,0,H,,,,,,,,,,,
D1,17/04/1996,FC Hansa Rostock,Hamburger SV,2,0,H,2,0,H,,,,,,,,,,,
D1,19/04/1996,Karlsruher SC,FC Kaiserslautern,0,0,D,0,0,D,,,,,,,,,,,
D1,19/04/1996,KFC Uerdingen 05,SC Freiburg,3,1,H,1,0,H,,,,,,,,,,,
D1,20/04/1996,Bayern München,Eintracht Frankfurt,1,1,D,0,1,A,,,,,,,,,,,
D1,20/04/1996,Fortuna Düsseldorf,Borussia Dortmund,1,2,A,1,2,A,,,,,,,,,,,
D1,20/04/1996,FC Köln,FC St. Pauli,1,0,H,0,0,D,,,,,,,,,,,
D1,20/04/1996,FC Hansa Rostock,1860 München,0,3,A,0,1,A,,,,,,,,,,,
D1,20/04/1996,Werder Bremen,VfB Stuttgart,2,2,D,1,0,H,,,,,,,,,,,
D1,21/04/1996,FC Schalke 04,Bor. Mönchengladbach,3,3,D,1,2,A,,,,,,,,,,,
D1,24/04/1996,Hamburger SV,Bayer Leverkusen,2,2,D,1,1,D,,,,,,,,,,,
D1,26/04/1996,FC Kaiserslautern,KFC Uerdingen 05,3,0,H,2,0,H,,,,,,,,,,,
D1,26/04/1996,FC St. Pauli,FC Schalke 04,2,0,H,2,0,H,,,,,,,,,,,
D1,27/04/1996,Bayern München,FC Hansa Rostock,0,1,A,0,0,D,,,,,,,,,,,
D1,27/04/1996,Borussia Dortmund,Hamburger SV,1,1,D,1,1,D,,,,,,,,,,,
D1,27/04/1996,Eintracht Frankfurt,Werder Bremen,1,0,H,0,0,D,,,,,,,,,,,
D1,27/04/1996,SC Freiburg,1860 München,1,0,H,0,0,D,,,,,,,,,,,
D1,27/04/1996,Bayer Leverkusen,Karlsruher SC,1,2,A,1,1,D,,,,,,,,,,,
D1,27/04/1996,VfB Stuttgart,FC Köln,0,1,A,0,0,D,,,,,,,,,,,
