Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
D1,29/04/1995,1860 München,Bor. Mönchengladbach,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,29/04/1995,FC Schalke 04,Bayer Leverkusen,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,29/04/1995,VfB Stuttgart,Bayern München,0,2,A,,,,,,,,,,,,,,,,,,,,,
D1,29/04/1995,KFC Uerdingen 05,Karlsruher SC,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,30/04/1995,Eintracht Frankfurt,Werder Bremen,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,05/05/1995,MSV Duisburg,1860 München,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,05/05/1995,SC Freiburg,FC Kaiserslautern,4,1,H,,,,,,,,,,,,,,,,,,,,,
D1,06/05/1995,Bayern München,KFC Uerdingen 05,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,06/05/1995,VFL Bochum,Eintracht Frankfurt,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,06/05/1995,Dynamo Dresden,VfB Stuttgart,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,06/05/1995,Karlsruher SC,FC Schalke 04,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,06/05/1995,Bayer Leverkusen,Hamburger SV,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,06/05/1995,Bor. Mönchengladbach,FC Köln,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,07/05/1995,Werder Bremen,Borussia Dortmund,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,12/05/1995,Karlsruher SC,Bayer Leverkusen,2,4,A,,,,,,,,,,,,,,,,,,,,,
D1,12/05/1995,KFC Uerdingen 05,Dynamo Dresden,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,13/05/1995,Borussia Dortmund,VFL Bochum,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,13/05/1995,Eintracht Frankfurt,SC Freiburg,1,2,A,,,,,,,,,,,,,,,,,,,,,
D1,13/05/1995,FC Köln,MSV Duisburg,0,3,A,,,,,,,,,,,,,,,,,,,,,
D1,13/05/1995,FC Kaiserslautern,Bor. Mönchengladbach,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,13/05/1995,1860 München,Hamburger SV,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,13/05/1995,VfB Stuttgart,Werder Bremen,1,4,A,,,,,,,,,,,,,,,,,,,,,
D1,14/05/1995,FC Schalke 04,Bayern München,0,3,A,,,,,,,,,,,,,,,,,,,,,
D1,19/05/1995,Hamburger SV,FC Köln,0,4,A,,,,,,,,,,,,,,,,,,,,,
D1,19/05/1995,Bayer Leverkusen,1860 München,0,2,A,,,,,,,,,,,,,,,,,,,,,
D1,20/05/1995,Bayern München,Karlsruher SC,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,20/05/1995,VFL Bochum,VfB Stuttgart,4,0,H,,,,,,,,,,,,,,,,,,,,,
D1,20/05/1995,Dynamo Dresden,FC Schalke 04,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,20/05/1995,MSV Duisburg,FC Kaiserslautern,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,20/05/1995,SC Freiburg,Borussia Dortmund,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,20/05/1995,Werder Bremen,KFC Uerdingen 05,6,1,H,,,,,,,,,,,,,,,,,,,,,
D1,21/05/1995,Bor. Mönchengladbach,Eintracht Frankfurt,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,26/05/1995,FC Kaiserslautern,Hamburger SV,4,1,H,,,,,,,,,,,,,,,,,,,,,
D1,26/05/1995,1860 München,FC Köln,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,27/05/1995,Eintracht Frankfurt,MSV Duisburg,4,1,H,,,,,,,,,,,,,,,,,,,,,
D1,27/05/1995,Karlsruher SC,Dynamo Dresden,5,3,H,,,,,,,,,,,,,,,,,,,,,
D1,27/05/1995,Bayer Leverkusen,Bayern München,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,27/05/1995,FC Schalke 04,Werder Bremen,4,2,H,,,,,,,,,,,,,,,,,,,,,
D1,27/05/1995,VfB Stuttgart,SC Freiburg,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,27/05/1995,KFC Uerdingen 05,VFL Bochum,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,28/05/1995,Borussia Dortmund,Bor. Mönchengladbach,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,10/06/1995,VFL Bochum,FC Schalke 04,5,1,H,,,,,,,,,,,,,,,,,,,,,
D1,10/06/1995,Dynamo Dresden,Bayern München,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,10/06/1995,MSV Duisburg,Borussia Dortmund,2,3,A,,,,,,,,,,,,,,,,,,,,,
D1,10/06/1995,FC Köln,Bayer Leverkusen,3,3,D,,,,,,,,,,,,,,,,,,,,,
D1,10/06/1995,SC Freiburg,KFC Uerdingen 05,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,10/06/1995,Hamburger SV,Eintracht Frankfurt,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,10/06/1995,Bor. Mönchengladbach,VfB Stuttgart,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,10/06/1995,1860 München,FC Kaiserslautern,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,10/06/1995,Werder Bremen,Karlsruher SC,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,17/06/1995,Bayern München,Werder Bremen,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,17/06/1995,Borussia Dortmund,Hamburger SV,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,17/06/1995,Eintracht Frankfurt,1860 München,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,17/06/1995,FC Kaiserslautern,FC Köln,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,17/06/1995,Karlsruher SC,VFL Bochum,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,17/06/1995,Bayer Leverkusen,Dynamo Dresden,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,17/06/1995,FC Schalke 04,SC Freiburg,1,2,A,,,,,,,,,,,,,,,,,,,,,
D1,17/06/1995,VfB Stuttgart,MSV Duisburg,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,17/06/1995,KFC Uerdingen 05,Bor. Mönchengladbach,3,2,H,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
