Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,,
E0,07/08/1999,Arsenal,Leicester,2,1,H,0,0,D,,,,,,,,,,,,
E0,07/08/1999,Chelsea,Sunderland,4,0,H,2,0,H,,,,,,,,,,,,
E0,07/08/1999,Coventry,Southampton,0,1,A,0,0,D,,,,,,,,,,,,
E0,07/08/1999,Leeds,Derby,0,0,D,0,0,D,,,,,,,,,,,,
E0,07/08/1999,Middlesbrough,Bradford,0,1,A,0,0,D,,,,,,,,,,,,
E0,07/08/1999,Newcastle,Aston Villa,0,1,A,0,0,D,,,,,,,,,,,,
E0,07/08/1999,Sheffield Weds,Liverpool,1,2,A,0,0,D,,,,,,,,,,,,
E0,07/08/1999,Watford,Wimbledon,2,3,A,1,2,A,,,,,,,,,,,,
E0,07/08/1999,West Ham,Tottenham,1,0,H,1,0,H,,,,,,,,,,,,
E0,08/08/1999,Everton,Man United,1,1,D,0,1,A,,,,,,,,,,,,
E0,09/08/1999,Tottenham,Newcastle,3,1,H,2,1,H,,,,,,,,,,,,
E0,10/08/1999,Derby,Arsenal,1,2,A,1,1,D,,,,,,,,,,,,
E0,10/08/1999,Sunderland,Watford,2,0,H,0,0,D,,,,,,,,,,,,
E0,10/08/1999,Wimbledon,Middlesbrough,2,3,A,1,2,A,,,,,,,,,,,,
E0,11/08/1999,Aston Villa,Everton,3,0,H,1,0,H,,,,,,,,,,,,
E0,11/08/1999,Leicester,Coventry,1,0,H,1,0,H,,,,,,,,,,,,
E0,11/08/1999,Man United,Sheffield Weds,4,0,H,2,0,H,,,,,,,,,,,,
E0,11/08/1999,Southampton,Leeds,0,3,A,0,1,A,,,,,,,,,,,,
E0,14/08/1999,Bradford,Sheffield Weds,1,1,D,0,1,A,,,,,,,,,,,,
E0,14/08/1999,Derby,Middlesbrough,1,3,A,1,2,A,,,,,,,,,,,,
E0,14/08/1999,Leicester,Chelsea,2,2,D,1,0,H,,,,,,,,,,,,
E0,14/08/1999,Liverpool,Watford,0,1,A,0,1,A,,,,,,,,,,,,
E0,14/08/1999,Man United,Leeds,2,0,H,0,0,D,,,,,,,,,,,,
E0,14/08/1999,Sunderland,Arsenal,0,0,D,0,0,D,,,,,,,,,,,,
E0,14/08/1999,Tottenham,Everton,3,2,H,1,1,D,,,,,,,,,,,,
E0,14/08/1999,Wimbledon,Coventry,1,1,D,0,0,D,,,,,,,,,,,,
E0,15/08/1999,Southampton,Newcastle,4,2,H,0,1,A,,,,,,,,,,,,
E0,16/08/1999,Aston Villa,West Ham,2,2,D,1,1,D,,,,,,,,,,,,
E0,21/08/1999,Chelsea,Aston Villa,1,0,H,0,0,D,,,,,,,,,,,,
E0,21/08/1999,Coventry,Derby,2,0,H,1,0,H,,,,,,,,,,,,
E0,21/08/1999,Everton,Southampton,4,1,H,2,0,H,,,,,,,,,,,,
E0,21/08/1999,Leeds,Sunderland,2,1,H,0,1,A,,,,,,,,,,,,
E0,21/08/1999,Middlesbrough,Liverpool,1,0,H,0,0,D,,,,,,,,,,,,
E0,21/08/1999,Newcastle,Wimbledon,3,3,D,2,1,H,,,,,,,,,,,,
E0,21/08/1999,Sheffield Weds,Tottenham,1,2,A,1,2,A,,,,,,,,,,,,
E0,21/08/1999,Watford,Bradford,1,0,H,0,0,D,,,,,,,,,,,,
E0,21/08/1999,West Ham,Leicester,2,1,H,1,1,D,,,,,,,,,,,,
E0,22/08/1999,Arsenal,Man United,1,2,A,1,0,H,,,,,,,,,,,,
E0,23/08/1999,Leeds,Liverpool,1,2,A,1,1,D,,,,,,,,,,,,
E0,24/08/1999,Middlesbrough,Leicester,0,3,A,0,2,A,,,,,,,,,,,,
E0,24/08/1999,Watford,Aston Villa,0,1,A,0,0,D,,,,,,,,,,,,
E0,25/08/1999,Arsenal,Bradford,2,0,H,2,0,H,,,,,,,,,,,,
E0,25/08/1999,Coventry,Man United,1,2,A,0,0,D,,,,,,,,,,,,
E0,25/08/1999,Everton,Wimbledon,4,0,H,1,0,H,,,,,,,,,,,,
E0,25/08/1999,Newcastle,Sunderland,1,2,A,1,0,H,,,,,,,,,,,,
E0,25/08/1999,Sheffield Weds,Derby,0,2,A,0,0,D,,,,,,,,,,,,
E0,28/08/1999,Aston Villa,Middlesbrough,1,0,H,1,0,H,,,,,,,,,,,,
E0,28/08/1999,Bradford,West Ham,0,3,A,0,2,A,,,,,,,,,,,,
E0,28/08/1999,Derby,Everton,1,0,H,0,0,D,,,,,,,,,,,,
E0,28/08/1999,Liverpool,Arsenal,2,0,H,1,0,H,,,,,,,,,,,,
E0,28/08/1999,Southampton,Sheffield Weds,2,0,H,0,0,D,,,,,,,,,,,,
E0,28/08/1999,Tottenham,Leeds,1,2,A,1,0,H,,,,,,,,,,,,
E0,28/08/1999,Wimbledon,Chelsea,0,1,A,0,0,D,,,,,,,,,,,,
E0,29/08/1999,Sunderland,Coventry,1,1,D,0,1,A,,,,,,,,,,,,
E0,30/08/1999,Leicester,Watford,1,0,H,1,0,H,,,,,,,,,,,,
E0,30/08/1999,Man United,Newcastle,5,1,H,1,1,D,,,,,,,,,,,,
E0,11/09/1999,Arsenal,Aston Villa,3,1,H,1,1,D,,,,,,,,,,,,
E0,11/09/1999,Chelsea,Newcastle,1,0,H,1,0,H,,,,,,,,,,,,
E0,11/09/1999,Coventry,Leeds,3,4,A,2,3,A,,,,,,,,,,,,
E0,11/09/1999,Liverpool,Man United,2,3,A,1,3,A,,,,,,,,,,,,
E0,11/09/1999,Middlesbrough,Southampton,3,2,H,1,1,D,,,,,,,,,,,,
E0,11/09/1999,Sheffield Weds,Everton,0,2,A,0,2,A,,,,,,,,,,,,
E0,11/09/1999,Sunderland,Leicester,2,0,H,1,0,H,,,,,,,,,,,,
E0,11/09/1999,West Ham,Watford,1,0,H,0,0,D,,,,,,,,,,,,
E0,11/09/1999,Wimbledon,Derby,2,2,D,0,1,A,,,,,,,,,,,,
