Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,,,,,,,,,,,,,,,,,,,,,
D1,25/09/1993,Werder Bremen,SG Wattenscheid 09,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,02/10/1993,Bayern München,Hamburger SV,4,0,H,,,,,,,,,,,,,,,,,,,,,
D1,02/10/1993,Dynamo Dresden,FC Kaiserslautern,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,02/10/1993,MSV Duisburg,FC Köln,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,02/10/1993,SC Freiburg,Karlsruher SC,3,3,D,,,,,,,,,,,,,,,,,,,,,
D1,02/10/1993,VfB Leipzig,Bor. Mönchengladbach,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,02/10/1993,Bayer Leverkusen,FC Nürnberg,4,0,H,,,,,,,,,,,,,,,,,,,,,
D1,02/10/1993,FC Schalke 04,Werder Bremen,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,02/10/1993,VfB Stuttgart,Eintracht Frankfurt,0,2,A,,,,,,,,,,,,,,,,,,,,,
D1,02/10/1993,SG Wattenscheid 09,Borussia Dortmund,1,2,A,,,,,,,,,,,,,,,,,,,,,
D1,09/10/1993,Eintracht Frankfurt,VfB Leipzig,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,09/10/1993,FC Köln,Bayern München,0,4,A,,,,,,,,,,,,,,,,,,,,,
D1,09/10/1993,Hamburger SV,SG Wattenscheid 09,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,09/10/1993,FC Kaiserslautern,VfB Stuttgart,5,0,H,,,,,,,,,,,,,,,,,,,,,
D1,09/10/1993,Karlsruher SC,Bayer Leverkusen,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,09/10/1993,Bor. Mönchengladbach,MSV Duisburg,4,1,H,,,,,,,,,,,,,,,,,,,,,
D1,09/10/1993,FC Nürnberg,Dynamo Dresden,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,09/10/1993,FC Schalke 04,SC Freiburg,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,09/10/1993,Werder Bremen,Borussia Dortmund,4,0,H,,,,,,,,,,,,,,,,,,,,,
D1,16/10/1993,Bayern München,Bor. Mönchengladbach,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,16/10/1993,Borussia Dortmund,Hamburger SV,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,16/10/1993,Dynamo Dresden,Karlsruher SC,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,16/10/1993,MSV Duisburg,Eintracht Frankfurt,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,16/10/1993,SC Freiburg,Werder Bremen,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,16/10/1993,VfB Leipzig,FC Kaiserslautern,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,16/10/1993,Bayer Leverkusen,FC Schalke 04,5,1,H,,,,,,,,,,,,,,,,,,,,,
D1,16/10/1993,VfB Stuttgart,FC Nürnberg,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,16/10/1993,SG Wattenscheid 09,FC Köln,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,23/10/1993,Eintracht Frankfurt,Bayern München,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,23/10/1993,FC Köln,Borussia Dortmund,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,23/10/1993,SC Freiburg,Bayer Leverkusen,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,23/10/1993,FC Kaiserslautern,MSV Duisburg,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,23/10/1993,Karlsruher SC,VfB Stuttgart,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,23/10/1993,Bor. Mönchengladbach,SG Wattenscheid 09,3,3,D,,,,,,,,,,,,,,,,,,,,,
D1,23/10/1993,FC Nürnberg,VfB Leipzig,5,0,H,,,,,,,,,,,,,,,,,,,,,
D1,23/10/1993,FC Schalke 04,Dynamo Dresden,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,23/10/1993,Werder Bremen,Hamburger SV,0,2,A,,,,,,,,,,,,,,,,,,,,,
D1,30/10/1993,Bayern München,FC Kaiserslautern,4,0,H,,,,,,,,,,,,,,,,,,,,,
D1,30/10/1993,Borussia Dortmund,Bor. Mönchengladbach,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,30/10/1993,Dynamo Dresden,SC Freiburg,1,2,A,,,,,,,,,,,,,,,,,,,,,
D1,30/10/1993,MSV Duisburg,FC Nürnberg,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,30/10/1993,Hamburger SV,FC Köln,2,4,A,,,,,,,,,,,,,,,,,,,,,
D1,30/10/1993,VfB Leipzig,Karlsruher SC,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,30/10/1993,Bayer Leverkusen,Werder Bremen,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,30/10/1993,VfB Stuttgart,FC Schalke 04,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,30/10/1993,SG Wattenscheid 09,Eintracht Frankfurt,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,06/11/1993,Dynamo Dresden,Bayer Leverkusen,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,06/11/1993,Eintracht Frankfurt,Borussia Dortmund,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,06/11/1993,FC Köln,Werder Bremen,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,06/11/1993,SC Freiburg,VfB Stuttgart,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,06/11/1993,FC Kaiserslautern,SG Wattenscheid 09,4,1,H,,,,,,,,,,,,,,,,,,,,,
D1,06/11/1993,Karlsruher SC,MSV Duisburg,5,0,H,,,,,,,,,,,,,,,,,,,,,
D1,06/11/1993,Bor. Mönchengladbach,Hamburger SV,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,06/11/1993,FC Nürnberg,Bayern München,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,06/11/1993,FC Schalke 04,VfB Leipzig,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,13/11/1993,Bayern München,Karlsruher SC,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,13/11/1993,Borussia Dortmund,FC Kaiserslautern,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,13/11/1993,MSV Duisburg,FC Schalke 04,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,13/11/1993,FC Köln,Bor. Mönchengladbach,0,4,A,,,,,,,,,,,,,,,,,,,,,
D1,13/11/1993,Hamburger SV,Eintracht Frankfurt,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,13/11/1993,VfB Leipzig,SC Freiburg,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,13/11/1993,VfB Stuttgart,Bayer Leverkusen,1,4,A,,,,,,,,,,,,,,,,,,,,,
D1,13/11/1993,SG Wattenscheid 09,FC Nürnberg,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,13/11/1993,Werder Bremen,Dynamo Dresden,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,20/11/1993,Dynamo Dresden,VfB Stuttgart,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,20/11/1993,Eintracht Frankfurt,FC Köln,0,3,A,,,,,,,,,,,,,,,,,,,,,
D1,20/11/1993,SC Freiburg,MSV Duisburg,1,2,A,,,,,,,,,,,,,,,,,,,,,
D1,20/11/1993,FC Kaiserslautern,Hamburger SV,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,20/11/1993,Karlsruher SC,SG Wattenscheid 09,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,20/11/1993,Bayer Leverkusen,VfB Leipzig,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,20/11/1993,Bor. Mönchengladbach,Werder Bremen,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,20/11/1993,FC Nürnberg,Borussia Dortmund,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,20/11/1993,FC Schalke 04,Bayern München,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,27/11/1993,Dynamo Dresden,VfB Leipzig,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,27/11/1993,Eintracht Frankfurt,Bor. Mönchengladbach,0,3,A,,,,,,,,,,,,,,,,,,,,,
D1,27/11/1993,SC Freiburg,Bayern München,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,27/11/1993,FC Kaiserslautern,FC Köln,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,27/11/1993,Karlsruher SC,Borussia Dortmund,3,3,D,,,,,,,,,,,,,,,,,,,,,
D1,27/11/1993,Bayer Leverkusen,MSV Duisburg,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,27/11/1993,FC Nürnberg,Hamburger SV,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,27/11/1993,FC Schalke 04,SG Wattenscheid 09,4,1,H,,,,,,,,,,,,,,,,,,,,,
D1,27/11/1993,VfB Stuttgart,Werder Bremen,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,04/12/1993,Bayern München,Bayer Leverkusen,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,04/12/1993,Borussia Dortmund,FC Schalke 04,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,04/12/1993,MSV Duisburg,Dynamo Dresden,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,04/12/1993,FC Köln,FC Nürnberg,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,04/12/1993,Hamburger SV,Karlsruher SC,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,04/12/1993,VfB Leipzig,VfB Stuttgart,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,04/12/1993,Bor. Mönchengladbach,FC Kaiserslautern,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,04/12/1993,SG Wattenscheid 09,SC Freiburg,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,04/12/1993,Werder Bremen,Eintracht Frankfurt,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,11/12/1993,Dynamo Dresden,Bayern München,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,11/12/1993,SC Freiburg,Borussia Dortmund,4,1,H,,,,,,,,,,,,,,,,,,,,,
D1,11/12/1993,FC Kaiserslautern,Eintracht Frankfurt,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,11/12/1993,Karlsruher SC,FC Köln,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,11/12/1993,VfB Leipzig,Werder Bremen,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,11/12/1993,Bayer Leverkusen,SG Wattenscheid 09,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,11/12/1993,FC Nürnberg,Bor. Mönchengladbach,2,4,A,,,,,,,,,,,,,,,,,,,,,
D1,11/12/1993,FC Schalke 04,Hamburger SV,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,11/12/1993,VfB Stuttgart,MSV Duisburg,4,0,H,,,,,,,,,,,,,,,,,,,,,
D1,12/02/1994,Bayern München,VfB Stuttgart,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,12/02/1994,Borussia Dortmund,Bayer Leverkusen,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,12/02/1994,MSV Duisburg,VfB Leipzig,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,12/02/1994,Eintracht Frankfurt,FC Nürnberg,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,12/02/1994,FC Köln,FC Schalke 04,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,12/02/1994,Hamburger SV,SC Freiburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,12/02/1994,Bor. Mönchengladbach,Karlsruher SC,1,2,A,,,,,,,,,,,,,,,,,,,,,
D1,12/02/1994,SG Wattenscheid 09,Dynamo Dresden,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,12/02/1994,Werder Bremen,FC Kaiserslautern,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,19/02/1994,Dynamo Dresden,Borussia Dortmund,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,19/02/1994,MSV Duisburg,Werder Bremen,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,19/02/1994,SC Freiburg,FC Köln,2,4,A,,,,,,,,,,,,,,,,,,,,,
D1,19/02/1994,Karlsruher SC,Eintracht Frankfurt,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,19/02/1994,VfB Leipzig,Bayern München,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,19/02/1994,Bayer Leverkusen,Hamburger SV,1,2,A,,,,,,,,,,,,,,,,,,,,,
D1,19/02/1994,FC Nürnberg,FC Kaiserslautern,0,2,A,,,,,,,,,,,,,,,,,,,,,
D1,19/02/1994,FC Schalke 04,Bor. Mönchengladbach,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,19/02/1994,VfB Stuttgart,SG Wattenscheid 09,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,26/02/1994,Bayern München,MSV Duisburg,4,0,H,,,,,,,,,,,,,,,,,,,,,
D1,26/02/1994,Borussia Dortmund,VfB Stuttgart,1,2,A,,,,,,,,,,,,,,,,,,,,,
D1,26/02/1994,Eintracht Frankfurt,FC Schalke 04,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,26/02/1994,FC Köln,Bayer Leverkusen,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,26/02/1994,Hamburger SV,Dynamo Dresden,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,26/02/1994,FC Kaiserslautern,Karlsruher SC,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,26/02/1994,Bor. Mönchengladbach,SC Freiburg,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,26/02/1994,SG Wattenscheid 09,VfB Leipzig,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,26/02/1994,Werder Bremen,FC Nürnberg,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,05/03/1994,Bayern München,Werder Bremen,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,05/03/1994,Dynamo Dresden,FC Köln,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,05/03/1994,MSV Duisburg,SG Wattenscheid 09,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,05/03/1994,SC Freiburg,Eintracht Frankfurt,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,05/03/1994,Karlsruher SC,FC Nürnberg,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,05/03/1994,VfB Leipzig,Borussia Dortmund,2,3,A,,,,,,,,,,,,,,,,,,,,,
D1,05/03/1994,Bayer Leverkusen,Bor. Mönchengladbach,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,05/03/1994,FC Schalke 04,FC Kaiserslautern,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,05/03/1994,VfB Stuttgart,Hamburger SV,4,0,H,,,,,,,,,,,,,,,,,,,,,
D1,12/03/1994,Borussia Dortmund,MSV Duisburg,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,12/03/1994,Eintracht Frankfurt,Bayer Leverkusen,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,12/03/1994,FC Köln,VfB Stuttgart,3,1,H,,,,,,,,,,,,,,,,,,,,,
D1,12/03/1994,Hamburger SV,VfB Leipzig,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,12/03/1994,FC Kaiserslautern,SC Freiburg,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,12/03/1994,Bor. Mönchengladbach,Dynamo Dresden,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,12/03/1994,FC Nürnberg,FC Schalke 04,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,12/03/1994,SG Wattenscheid 09,Bayern München,1,3,A,,,,,,,,,,,,,,,,,,,,,
D1,12/03/1994,Werder Bremen,Karlsruher SC,0,2,A,,,,,,,,,,,,,,,,,,,,,
D1,19/03/1994,Bayern München,Borussia Dortmund,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,19/03/1994,Dynamo Dresden,Eintracht Frankfurt,0,4,A,,,,,,,,,,,,,,,,,,,,,
D1,19/03/1994,MSV Duisburg,Hamburger SV,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,19/03/1994,SC Freiburg,FC Nürnberg,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,19/03/1994,VfB Leipzig,FC Köln,2,3,A,,,,,,,,,,,,,,,,,,,,,
D1,19/03/1994,Bayer Leverkusen,FC Kaiserslautern,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,19/03/1994,FC Schalke 04,Karlsruher SC,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,19/03/1994,VfB Stuttgart,Bor. Mönchengladbach,3,0,H,,,,,,,,,,,,,,,,,,,,,
D1,19/03/1994,SG Wattenscheid 09,Werder Bremen,2,2,D,,,,,,,,,,,,,,,,,,,,,
D1,26/03/1994,Borussia Dortmund,SG Wattenscheid 09,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,26/03/1994,Eintracht Frankfurt,VfB Stuttgart,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,26/03/1994,FC Köln,MSV Duisburg,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,26/03/1994,Hamburger SV,Bayern München,1,2,A,,,,,,,,,,,,,,,,,,,,,
D1,26/03/1994,FC Kaiserslautern,Dynamo Dresden,0,0,D,,,,,,,,,,,,,,,,,,,,,
D1,26/03/1994,Karlsruher SC,SC Freiburg,2,1,H,,,,,,,,,,,,,,,,,,,,,
D1,26/03/1994,Bor. Mönchengladbach,VfB Leipzig,6,1,H,,,,,,,,,,,,,,,,,,,,,
D1,26/03/1994,FC Nürnberg,Bayer Leverkusen,2,3,A,,,,,,,,,,,,,,,,,,,,,
D1,26/03/1994,Werder Bremen,FC Schalke 04,0,1,A,,,,,,,,,,,,,,,,,,,,,
D1,02/04/1994,Bayern München,FC Köln,1,0,H,,,,,,,,,,,,,,,,,,,,,
D1,02/04/1994,Borussia Dortmund,Werder Bremen,3,2,H,,,,,,,,,,,,,,,,,,,,,
D1,02/04/1994,Dynamo Dresden,FC Nürnberg,1,1,D,,,,,,,,,,,,,,,,,,,,,
D1,02/04/1994,MSV Duisburg,Bor. Mönchengladbach,2,0,H,,,,,,,,,,,,,,,,,,,,,
D1,02/04/1994,SC Freiburg,FC Schalke 04,2,3,A,,,,,,,,,,,,,,,,,,,,,
