Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5
D1,16/11/2002,Energie Cottbus,Arminia Bielefeld,2,1,H,1,0,H,2.4,3.25,2.5,2.42,3.25,2.6,2.3,3,2.7,2.4,3.25,2.5,2.4,3.2,2.62,2.4,3.25,2.625,2.5,3.1,2.5,1.85,1.75,1.8,1.9
D1,16/11/2002,Borussia Dortmund,1860 München,1,0,H,1,0,H,1.571,3.5,5,1.66,3.45,5.3,1.55,3.5,4.8,1.53,3.5,5.5,1.62,3.4,5,1.615,3.3,5.5,1.61,3.3,5,1.65,1.95,1.72,2
D1,16/11/2002,Hannover 96,Hertha BSC,0,1,A,0,1,A,2.4,3.25,2.5,2.5,3.25,2.52,2.5,3,2.5,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.25,2.5,2.4,3.1,2.6,1.65,1.95,1.72,2
D1,16/11/2002,FC Hansa Rostock,VfB Stuttgart,1,1,D,1,0,H,2.5,3.25,2.4,2.5,3.25,2.5,2.3,3,2.7,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.25,2.5,2.5,3.1,2.5,1.75,1.85,1.8,1.9
D1,16/11/2002,Bayer Leverkusen,Bor. Mönchengladbach,2,2,D,1,1,D,1.571,3.5,5,1.55,3.7,5.3,1.55,3.5,4.8,1.53,3.5,5.5,1.53,3.6,5.5,1.533,3.6,5.5,1.57,3.5,5,1.7,1.9,1.66,2.1
D1,16/11/2002,FC Nürnberg,Hamburger SV,1,3,A,1,1,D,2,3.2,3.2,2.15,3.25,3.22,2.2,3,2.9,2,3.2,3.2,2,3.2,3.4,2,3.2,3.4,2,3,3.4,1.7,1.9,1.66,2.1
D1,17/11/2002,VFL Bochum,FC Schalke 04,0,2,A,0,0,D,2.3,3.2,2.625,2.46,3.25,2.55,2.4,3,2.6,2.4,3.25,2.5,2.38,3.25,2.62,2.375,3.25,2.625,2.4,3.1,2.6,1.7,1.9,1.72,2
D1,17/11/2002,Werder Bremen,FC Kaiserslautern,5,3,H,1,2,A,1.571,3.5,5,1.55,3.65,5.32,1.6,3.4,4.6,1.53,3.5,5.5,1.53,3.4,6,1.533,3.5,6,1.57,3.5,5,1.65,1.95,1.66,2.1
D1,23/11/2002,Arminia Bielefeld,Bayer Leverkusen,2,2,D,1,1,D,2.6,3.2,2.375,2.86,3.3,2.3,2.7,3,2.3,2.75,3.2,2.25,,,,2.875,3.2,2.2,2.62,3.2,2.3,1.75,1.85,1.8,1.9
D1,23/11/2002,Hertha BSC,Werder Bremen,0,1,A,0,1,A,1.909,3.2,3.5,1.97,3.3,3.7,1.9,3.1,3.3,1.91,3.25,3.4,,,,2,3.2,3.3,1.9,3.25,3.4,1.68,1.95,1.66,2.1
D1,23/11/2002,FC Kaiserslautern,Bayern München,0,2,A,0,2,A,4.333,3.2,1.727,4.25,3.37,1.8,3.6,3.1,1.85,4,3.4,1.73,,,,4.333,3.4,1.7,4.2,3.25,1.72,1.7,1.93,1.8,1.9
D1,23/11/2002,Bor. Mönchengladbach,VFL Bochum,2,2,D,0,0,D,2,3.2,3.2,2.1,3.3,3.27,2.1,3,3.1,2.1,3.2,3,,,,2.1,3.25,3,2.1,3.2,3,1.65,1.95,1.66,2.1
D1,23/11/2002,FC Schalke 04,FC Hansa Rostock,2,2,D,2,0,H,1.444,3.6,6.5,1.5,3.8,6,1.45,3.8,5.4,1.53,3.5,5.5,,,,1.5,3.5,6,1.5,3.4,6,1.8,1.89,1.9,1.8
D1,23/11/2002,VfB Stuttgart,Hannover 96,3,0,H,1,0,H,1.667,3.3,4.5,1.7,3.37,4.61,1.75,3.2,4,1.67,3.4,4.33,,,,1.667,3.4,4.5,1.57,3.5,5,1.65,1.97,1.66,2.1
D1,23/11/2002,VFL Wolfsburg,Borussia Dortmund,2,0,H,1,0,H,2.5,3.25,2.4,2.6,3.3,2.5,2.5,3,2.5,2.5,3.25,2.4,,,,2.5,3.2,2.5,2.62,3.1,2.37,1.73,1.9,1.83,1.83
D1,24/11/2002,Hamburger SV,Energie Cottbus,1,1,D,0,0,D,1.444,3.6,6.5,1.45,3.75,6.75,1.4,3.9,6,1.44,3.6,6.5,,,,1.444,3.75,6.5,1.44,3.6,6.5,1.65,2.01,1.72,2
D1,24/11/2002,1860 München,FC Nürnberg,2,2,D,1,2,A,1.727,3.2,4.333,1.68,3.6,4.85,1.75,3.2,4,1.67,3.4,4.33,,,,1.615,3.4,5,1.66,3.4,4.33,1.65,1.98,1.72,2
D1,30/11/2002,Bayern München,Hertha BSC,2,0,H,1,0,H,1.533,3.4,5.5,1.55,3.55,6,1.55,3.5,4.8,1.44,3.75,6,1.5,3.5,6,1.5,3.6,6,1.5,3.4,6,1.6,2.05,1.57,2.25
D1,30/11/2002,VFL Bochum,Arminia Bielefeld,0,3,A,0,1,A,1.727,3.2,4.333,1.7,3.36,4.75,1.7,3.2,4.2,1.67,3.25,4.5,1.7,3.4,4.33,1.7,3.4,4.333,1.66,3.3,4.5,1.6,2.05,1.66,2.1
D1,30/11/2002,Energie Cottbus,1860 München,3,4,A,0,1,A,2.5,3.25,2.4,2.71,3.25,2.4,2.5,3,2.5,2.6,3.2,2.38,2.63,3.2,2.38,2.625,3.2,2.375,2.75,3.1,2.3,1.7,1.9,1.9,1.8
D1,30/11/2002,FC Hansa Rostock,Bor. Mönchengladbach,3,1,H,1,1,D,2,3.2,3.2,2.2,3.31,3,2,3.1,3.2,2.1,3.2,3,2.2,3.2,2.88,2.2,3.2,2.875,2.1,3.2,3,1.7,1.9,1.83,1.83
D1,30/11/2002,FC Kaiserslautern,VFL Wolfsburg,2,0,H,1,0,H,2.4,3.25,2.5,2.45,3.25,2.71,2.4,3.2,2.4,2.5,3,2.6,2.38,3.2,2.63,2.375,3.2,2.625,2.6,3.1,2.4,1.8,1.8,1.8,1.9
D1,30/11/2002,Bayer Leverkusen,Hamburger SV,2,3,A,2,1,H,1.8,3.3,3.75,1.8,3.3,4.46,1.7,3.2,4.2,1.8,3.2,4,1.75,3.4,4,1.75,3.4,4,1.72,3.25,4.2,1.65,1.95,1.72,2
D1,30/11/2002,FC Nürnberg,Borussia Dortmund,1,2,A,1,0,H,2.75,3.25,2.2,3.5,3.31,2.15,3.2,3.1,2,3,3.2,2.1,3,3.25,2.1,3,3.25,2.1,3,3.2,2.1,1.7,1.9,1.72,2
D1,01/12/2002,Hannover 96,FC Schalke 04,0,2,A,0,2,A,2.625,3.1,2.375,2.65,3.25,2.46,2.5,3,2.5,2.6,3.2,2.38,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.1,2.37,1.8,1.8,1.66,2.1
D1,01/12/2002,Werder Bremen,VfB Stuttgart,3,1,H,1,0,H,1.833,3.2,3.75,1.9,3.25,3.81,1.9,3.1,3.5,1.91,3.2,3.5,1.91,3.25,3.5,1.909,3.25,3.5,1.8,3.3,3.75,1.65,1.95,1.66,2.1
D1,07/12/2002,Arminia Bielefeld,FC Hansa Rostock,3,0,H,1,0,H,2,3.2,3.2,2,3.3,3.4,2,3.1,3.2,2,3.2,3.2,2.1,3.25,3,2,3.25,3.25,1.9,3.3,3.3,1.75,1.85,1.72,2
D1,07/12/2002,Borussia Dortmund,FC Kaiserslautern,3,1,H,1,1,D,1.4,3.75,7,1.45,4,7,1.4,3.9,6,1.4,3.75,7,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7,1.7,1.9,1.83,1.83
D1,07/12/2002,Hertha BSC,VFL Wolfsburg,2,2,D,1,0,H,1.8,3.3,3.75,1.8,3.4,4.2,1.75,3.2,4,1.8,3.25,3.75,1.73,3.25,4.33,1.8,3.25,4,1.72,3.25,4.2,1.75,1.85,1.8,1.9
D1,07/12/2002,1860 München,Bayer Leverkusen,0,3,A,0,1,A,2.2,3.25,2.75,2.2,3.25,2.95,2.3,3,2.7,2.2,3.25,2.75,2,3.25,3.25,2.1,3.25,3,2,3.2,3.2,1.7,1.9,1.66,2.1
D1,07/12/2002,FC Nürnberg,Energie Cottbus,2,2,D,1,1,D,1.667,3.25,4.5,1.72,3.5,4.7,1.65,3.3,4.4,1.73,3.4,4,1.62,3.4,5,1.7,3.4,4.333,1.66,3.3,4.5,1.65,1.95,1.72,2
D1,07/12/2002,FC Schalke 04,Werder Bremen,1,1,D,1,1,D,2,3.2,3.2,2,3.25,3.4,2,3.1,3.2,2,3.2,3.2,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,1.7,1.9,1.8,1.9
D1,07/12/2002,VfB Stuttgart,Bayern München,0,3,A,0,2,A,2.75,3.25,2.2,2.8,3.3,2.27,3.1,3,2.1,2.8,3.2,2.2,2.75,3.25,2.25,2.875,3.2,2.2,2.87,3.1,2.2,1.7,1.9,1.8,1.9
D1,08/12/2002,Hamburger SV,VFL Bochum,1,1,D,0,0,D,1.667,3.25,4.5,1.8,3.4,4.2,1.75,3.2,4,1.8,3.25,3.75,1.67,3.4,4.5,1.727,3.4,4.2,1.66,3.4,4.33,1.65,1.95,1.72,2
D1,08/12/2002,Bor. Mönchengladbach,Hannover 96,1,0,H,1,0,H,1.833,3.2,3.75,1.9,3.35,3.6,1.9,3.1,3.5,1.91,3.4,3.25,1.83,3.25,3.75,1.833,3.3,3.75,1.83,3.2,3.75,1.7,1.9,1.66,2.1
D1,14/12/2002,Bayern München,FC Schalke 04,0,0,D,0,0,D,1.5,3.4,6,1.5,3.65,7.1,1.55,3.5,4.8,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.5,3.4,6,1.65,1.95,1.66,2.1
D1,14/12/2002,VFL Bochum,1860 München,1,1,D,0,1,A,2.2,3.25,2.75,2.2,3.25,2.95,2.2,3,2.9,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75,1.7,1.9,1.72,2
D1,14/12/2002,Energie Cottbus,Borussia Dortmund,0,4,A,0,1,A,4.333,3.2,1.727,4.4,3.4,1.74,4.4,3.3,1.65,4,3.4,1.73,4.2,3.4,1.73,4.2,3.4,1.727,4.33,3.4,1.66,1.75,1.85,1.8,1.9
D1,14/12/2002,Hannover 96,Arminia Bielefeld,0,0,D,0,0,D,2.1,3.2,3,2.2,3.27,3.5,1.9,3.1,3.5,2.1,3.2,3,2.1,3.2,3.1,2.1,3.2,3.1,2.2,3.2,2.8,1.55,2.15,1.72,2
D1,14/12/2002,FC Hansa Rostock,Hamburger SV,0,0,D,0,0,D,2.25,3.2,2.75,2.31,3.25,2.75,2.2,3,2.9,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.25,2.75,2.25,3.1,2.8,1.7,1.9,1.72,2
D1,14/12/2002,Bayer Leverkusen,FC Nürnberg,0,2,A,0,0,D,1.571,3.5,5,1.55,3.55,5.65,1.55,3.5,4.8,1.62,3.5,4.5,1.57,3.4,5.5,1.571,3.4,5.5,1.61,3.3,5,1.55,2.15,1.66,2.1
D1,14/12/2002,Werder Bremen,Bor. Mönchengladbach,2,0,H,1,0,H,1.5,3.4,6,1.54,3.55,6.05,1.55,3.5,4.8,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.44,3.6,6.5,1.6,2.05,1.66,2.1
D1,15/12/2002,FC Kaiserslautern,Hertha BSC,2,1,H,1,0,H,2.4,3.25,2.5,2.5,3.25,2.6,2.4,3.2,2.4,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.6,3.1,2.4,1.75,1.85,1.8,1.9
D1,15/12/2002,VFL Wolfsburg,VfB Stuttgart,1,2,A,0,1,A,2,3.2,3.2,2,3.25,3.35,2,3.1,3.2,2,3.2,3.2,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,1.8,1.8,1.72,2
D1,25/01/2003,VFL Bochum,FC Nürnberg,2,1,H,2,1,H,1.9,3.2,3.5,1.92,3.2,3.65,1.9,3.1,3.5,1.91,3.2,3.5,1.91,3.25,3.5,1.91,3.25,3.5,2.1,3.2,3,1.7,1.9,1.72,2
D1,25/01/2003,Hannover 96,Hamburger SV,2,2,D,1,0,H,2.5,3.2,2.4,2.45,3.2,2.6,2.4,3,2.6,2.6,3.2,2.38,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.25,2.5,1.7,1.9,1.72,2
D1,25/01/2003,FC Hansa Rostock,1860 München,1,4,A,0,3,A,2.3,3.2,2.62,2.3,3.2,2.78,2.2,3,2.9,2.38,3.2,2.6,2.38,3.2,2.62,2.38,3.2,2.62,2.3,3.2,2.62,1.8,1.8,1.83,1.83
D1,25/01/2003,Hertha BSC,Borussia Dortmund,2,1,H,0,0,D,2.5,3.2,2.4,2.55,3.2,2.5,2.5,3,2.5,2.5,3.25,2.4,2.6,3.2,2.4,2.6,3.2,2.4,2.62,3.1,2.37,1.85,1.75,1.9,1.8
D1,25/01/2003,FC Kaiserslautern,VfB Stuttgart,1,2,A,1,1,D,2.3,3.2,2.62,2.25,3.25,2.82,2.4,3,2.6,2.38,3.2,2.6,2.38,3.1,2.7,2.38,3.1,2.7,2.25,3.2,2.75,1.8,1.8,1.8,1.9
D1,25/01/2003,Werder Bremen,Arminia Bielefeld,2,2,D,2,2,D,1.44,3.6,6.5,1.45,3.8,6.6,1.45,3.8,5.4,1.44,3.6,6.5,1.44,3.6,7,1.44,3.6,7,1.4,3.75,7,1.55,2.1,1.61,2.2
D1,25/01/2003,VFL Wolfsburg,FC Schalke 04,1,2,A,0,0,D,2.3,3.2,2.62,2.3,3.2,2.78,2.3,3,2.7,2.38,3.2,2.6,2.3,3.1,2.8,2.3,3.1,2.8,2.25,3.2,2.75,1.85,1.75,1.83,1.83
D1,26/01/2003,Bayern München,Bor. Mönchengladbach,3,0,H,1,0,H,1.25,4.5,10,1.25,4.8,10.35,1.3,4.2,8,1.25,4.5,10,1.25,5,8.5,1.25,5,9,1.25,4.5,10,1.5,2.2,1.66,2.1
D1,26/01/2003,Bayer Leverkusen,Energie Cottbus,0,3,A,0,2,A,1.4,3.75,7,1.38,4.25,7,1.3,4.2,8,1.44,3.5,7,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.6,6.5,1.6,2,1.61,2.2
D1,01/02/2003,Arminia Bielefeld,Bayern München,0,0,D,0,0,D,4,3.4,1.72,4.6,3.35,1.7,3.8,3.1,1.8,4,3.4,1.73,4.33,3.25,1.73,4.33,3.25,1.73,4.5,3.3,1.66,1.6,2.1,1.8,1.9
D1,01/02/2003,Energie Cottbus,VFL Bochum,2,1,H,1,0,H,2.4,3.25,2.5,2.45,3.2,2.6,2.5,3,2.5,2.38,3.2,2.6,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.25,2.4,1.7,1.9,1.83,1.83
D1,01/02/2003,1860 München,Hannover 96,0,1,A,0,1,A,1.61,3.25,5,1.65,3.4,4.9,1.7,3.2,4.2,1.57,3.5,5,1.57,3.4,5.5,1.57,3.4,5.5,1.61,3.3,5,1.65,2,1.72,2
D1,01/02/2003,FC Nürnberg,FC Hansa Rostock,0,1,A,0,1,A,1.9,3.25,3.4,1.95,3.25,3.5,2,3.1,3.2,1.91,3.25,3.4,1.91,3.25,3.5,1.91,3.25,3.5,1.9,3.25,3.4,1.7,1.9,1.83,1.83
D1,01/02/2003,FC Schalke 04,FC Kaiserslautern,2,2,D,1,1,D,1.53,3.4,5.5,1.5,3.7,5.95,1.5,3.5,5.4,1.44,3.6,6.5,1.5,3.6,6,1.5,3.6,6,1.44,3.6,6.5,1.7,1.9,1.8,1.9
D1,01/02/2003,VfB Stuttgart,Hertha BSC,3,1,H,1,0,H,1.9,3.25,3.4,2,3.3,3.3,2.1,3,3.1,1.91,3.25,3.4,2.1,3.25,3,2.1,3.25,3,2,3.2,3.2,1.7,1.9,1.83,1.83
D1,02/02/2003,Borussia Dortmund,Bayer Leverkusen,2,0,H,2,0,H,1.61,3.25,5,1.65,3.4,4.9,1.75,3.2,4,1.62,3.5,4.5,1.6,3.5,5,1.6,3.5,5,1.57,3.5,5,1.7,1.9,1.8,1.9
D1,02/02/2003,Hamburger SV,Werder Bremen,1,0,H,0,0,D,2.3,3.2,2.62,2.3,3.2,2.8,2.3,3,2.7,2.2,3.2,2.8,2.38,3.2,2.62,2.38,3.2,2.62,2.37,3,2.7,1.7,1.9,1.66,2.1
D1,08/02/2003,VFL Bochum,Bayer Leverkusen,2,1,H,0,0,D,2.2,3.25,2.75,2.3,3.2,2.8,2.3,3,2.7,2.25,3.2,2.75,2.2,3.25,2.8,2.2,3.25,2.8,2.25,3.2,2.75,1.65,1.95,1.66,2.1
D1,08/02/2003,Hannover 96,FC Nürnberg,4,2,H,3,1,H,2,3.2,3.2,2.05,3.2,3.35,1.85,3.1,3.6,2,3.2,3.2,2,3.25,3.25,2,3.25,3.25,2,3.2,3.2,1.7,1.9,1.66,2.1
D1,08/02/2003,FC Hansa Rostock,Energie Cottbus,0,0,D,0,0,D,1.8,3.25,3.75,1.9,3.3,3.7,1.8,3.1,3.8,1.83,3.2,3.75,1.83,3.25,3.75,1.833,3.25,3.8,1.9,3.25,3.4,1.7,1.9,1.72,2
D1,08/02/2003,Hertha BSC,FC Schalke 04,4,2,H,2,1,H,2.3,3.2,2.625,2.35,3.2,2.8,2.2,2.9,3,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.25,3.3,2.62,1.75,1.85,1.83,1.83
D1,08/02/2003,FC Kaiserslautern,Bor. Mönchengladbach,2,0,H,1,0,H,1.833,3.25,3.75,1.85,3.3,3.85,1.75,3.2,4,1.83,3.2,3.75,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.2,3.5,1.75,1.85,1.83,1.83
D1,08/02/2003,Werder Bremen,1860 München,1,2,A,1,0,H,1.727,3.2,4.333,1.75,3.3,4.35,1.75,3.2,4,1.67,3.4,4.33,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.25,4.2,1.6,2.05,1.61,2.2,
D1,08/02/2003,VFL Wolfsburg,Arminia Bielefeld,2,0,H,1,0,H,1.909,3.2,3.5,1.85,3.3,3.9,1.75,3.2,4,1.91,3.2,3.5,1.83,3.25,3.75,1.85,3.25,3.75,1.83,3.3,3.6,1.7,1.9,1.72,2,
D1,09/02/2003,Bayern München,Hamburger SV,1,1,D,1,0,H,1.4,3.75,7,1.4,4,7.5,1.45,3.8,5.4,1.4,3.5,8,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7,1.65,1.95,1.66,2.1,
D1,09/02/2003,VfB Stuttgart,Borussia Dortmund,1,0,H,0,0,D,2.25,3.2,2.75,2.45,3.2,2.65,2.3,2.9,2.8,2.25,3.2,2.75,2.3,3.1,2.8,2.3,3.1,2.8,2.3,3.2,2.62,1.75,1.85,1.8,1.9,
D1,15/02/2003,Arminia Bielefeld,FC Kaiserslautern,1,1,D,1,1,D,2,3.2,3.2,2.1,3.15,3.3,2.1,3,3.1,2,3.2,3.2,1.91,3.2,3.6,1.909,3.2,3.6,2,3.2,3.2,1.7,1.9,1.8,1.9,
D1,15/02/2003,Borussia Dortmund,VFL Bochum,4,1,H,3,1,H,1.5,3.4,6,1.55,3.5,6,1.55,3.5,4.8,1.5,3.4,6,1.5,3.5,6,1.5,3.5,6,1.53,3.4,5.5,1.65,1.95,1.72,2,
D1,15/02/2003,Hamburger SV,VFL Wolfsburg,2,0,H,1,0,H,1.727,3.2,4.333,1.85,3.25,4,1.9,3.1,3.5,1.67,3.4,4.33,1.67,3.4,4.5,1.667,3.4,4.5,1.72,3.2,4.33,1.7,1.9,1.8,1.9,
D1,15/02/2003,Bayer Leverkusen,FC Hansa Rostock,1,2,A,1,2,A,1.833,3.2,3.75,1.8,3.4,4,1.65,3.3,4.4,1.8,3.25,3.75,1.8,3.4,3.75,1.8,3.4,3.75,1.8,3.3,3.75,1.7,1.9,1.8,1.9,
D1,15/02/2003,1860 München,Bayern München,0,5,A,0,0,D,4.333,3.2,1.727,4.85,3.5,1.65,4.4,3.3,1.65,4.33,3.4,1.67,5,3.4,1.62,5,3.4,1.615,5,3.3,1.61,1.6,2.05,1.8,1.9,
D1,15/02/2003,FC Nürnberg,Werder Bremen,1,0,H,1,0,H,2.625,3.2,2.3,2.85,3.2,2.3,2.7,3,2.3,2.6,3.2,2.38,2.7,3.2,2.3,2.7,3.2,2.3,2.62,3.2,2.3,1.6,2.05,1.72,2,
D1,15/02/2003,FC Schalke 04,VfB Stuttgart,2,0,H,2,0,H,2.1,3.2,3,2.1,3.15,3.3,2.1,3,3.1,2,3.2,3.2,2.1,3.1,3.2,2.1,3.1,3.2,2.1,3.2,3,1.65,1.95,1.8,1.9,
D1,16/02/2003,Energie Cottbus,Hannover 96,3,0,H,0,0,D,2.2,3,3,2.25,3.2,2.9,2.2,3,2.9,2.2,3.2,2.8,2.25,3.2,2.8,2.25,3.2,2.8,2.2,3.2,2.8,1.7,1.9,1.66,2.1,
D1,16/02/2003,Bor. Mönchengladbach,Hertha BSC,0,2,A,0,2,A,2.4,3.25,2.5,2.5,3.2,2.55,2.5,3,2.5,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.4,3.25,2.5,1.75,1.85,1.83,1.83,
D1,19/02/2003,Bor. Mönchengladbach,VFL Wolfsburg,2,0,H,1,0,H,2.2,3.25,2.75,2.2,3.2,3,2.2,3,2.9,2.1,3.2,3,,,,2.2,3.2,2.875,2.3,3.2,2.62,1.85,1.75,1.83,1.83,
D1,22/02/2003,Bayern München,FC Nürnberg,2,0,H,1,0,H,1.222,5,9,1.31,4.75,8,1.3,4.2,8,1.25,4.5,10,1.25,4.5,10,1.25,4.5,10,1.25,4.5,10,1.5,2.25,1.61,2.2,
D1,22/02/2003,Hannover 96,Bayer Leverkusen,1,2,A,1,0,H,2.375,3.1,2.625,2.45,3.2,2.65,2.5,3,2.5,2.38,3.2,2.6,2.38,3.2,2.6,2.375,3.2,2.6,2.25,3.25,2.7,1.65,1.95,1.72,2,
D1,22/02/2003,FC Hansa Rostock,VFL Bochum,1,1,D,1,0,H,2.1,3.2,3,2.15,3.25,3.1,2,3.1,3.2,2.1,3.2,3,2.1,3.2,3.1,2.1,3.2,3.1,2,3.2,3.2,1.7,1.9,1.8,1.9
D1,22/02/2003,FC Kaiserslautern,Hamburger SV,2,0,H,0,0,D,2.3,3.2,2.625,2.35,3.25,2.75,2.1,3,3.1,2.38,3.2,2.6,2.38,3.2,2.6,2.375,3.2,2.6,2.37,3.1,2.62,1.7,1.9,1.8,1.9
D1,22/02/2003,FC Schalke 04,Borussia Dortmund,2,2,D,2,0,H,2.25,3.2,2.75,2.42,3.1,2.75,2.3,2.9,2.8,2.25,3.2,2.75,2.25,3.2,2.8,2.25,3.2,2.8,2.37,3,2.7,1.75,1.85,1.9,1.8
D1,22/02/2003,Werder Bremen,Energie Cottbus,0,1,A,0,1,A,1.533,3.4,5.5,1.57,3.7,5.1,1.6,3.4,4.6,1.53,3.5,5.5,1.5,3.5,6,1.5,3.5,6,1.57,3.5,5,1.6,2.05,1.66,2.1
D1,22/02/2003,VFL Wolfsburg,1860 München,1,1,D,0,0,D,2.2,3.2,2.8,2.22,3.2,2.95,2.2,3,2.9,2.1,3.2,3,2.2,3.25,2.8,2.2,3.25,2.8,2.1,3.2,3,1.65,1.95,1.72,2
D1,23/02/2003,Hertha BSC,Arminia Bielefeld,0,0,D,0,0,D,1.571,3.5,5,1.6,3.45,5.35,1.55,3.5,4.8,1.53,3.5,5.5,1.57,3.6,5,1.571,3.6,5,1.57,3.5,5,1.6,2.05,1.72,2
D1,23/02/2003,VfB Stuttgart,Bor. Mönchengladbach,4,0,H,2,0,H,1.444,3.75,6,1.55,3.65,5.5,1.55,3.5,4.8,1.44,3.6,6.5,1.5,3.5,6,1.5,3.5,6,1.44,3.75,6,1.65,1.95,1.8,1.9
D1,01/03/2003,VFL Bochum,Hannover 96,1,2,A,0,2,A,1.8,3.3,3.75,1.9,3.3,3.7,1.9,3.1,3.5,1.8,3.25,3.75,1.83,3.25,3.75,1.833,3.25,3.75,1.8,3.3,3.75,1.65,1.95,1.66,2.1
D1,01/03/2003,Energie Cottbus,Bayern München,0,2,A,0,1,A,4.5,3.3,1.667,4.45,3.5,1.7,3.8,3.1,1.8,4.33,3.2,1.73,4.5,3.4,1.67,4.5,3.4,1.667,4,3.4,1.72,1.65,1.95,1.72,2
D1,01/03/2003,Borussia Dortmund,FC Hansa Rostock,2,0,H,1,0,H,1.444,3.6,6.5,1.5,3.75,6,1.45,3.8,5.4,1.44,3.75,6,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1.7,1.9,1.72,2
D1,01/03/2003,Bayer Leverkusen,Werder Bremen,3,0,H,1,0,H,2.2,3.25,2.75,2.3,3.25,2.8,2.1,3,3.1,2.2,3.25,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.75,1.7,1.9,1.72,2
D1,01/03/2003,Bor. Mönchengladbach,FC Schalke 04,2,2,D,0,1,A,2.75,3.2,2.25,2.75,3.25,2.35,2.7,3,2.3,2.75,3.2,2.25,2.7,3.2,2.3,2.7,3.2,2.3,2.62,3.2,2.3,1.8,1.8,1.83,1.83
D1,01/03/2003,1860 München,FC Kaiserslautern,0,0,D,0,0,D,1.909,3.25,3.4,2.05,3.2,3.35,2.2,3,2.9,1.91,3.25,3.4,1.91,3.25,3.5,1.909,3.25,3.5,1.9,3.25,3.4,1.7,1.9,1.66,2.1
D1,01/03/2003,FC Nürnberg,VFL Wolfsburg,1,1,D,1,0,H,1.909,3.25,3.4,1.85,3.5,3.65,1.9,3.1,3.5,1.8,3.25,3.75,2,3.25,3.25,1.909,3.25,3.5,1.9,3.25,3.4,1.75,1.85,1.72,2
D1,02/03/2003,Arminia Bielefeld,VfB Stuttgart,0,1,A,0,1,A,2.5,3.1,2.5,2.5,3.25,2.55,2.5,3,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.75,1.85,1.83,1.83
D1,02/03/2003,Hamburger SV,Hertha BSC,1,0,H,0,0,D,2,3.2,3.2,2.05,3.2,3.35,2.1,3,3.1,2,3.2,3.2,2,3.25,3.25,2,3.25,3.25,2.1,3.1,3.1,1.75,1.85,1.9,1.8
D1,08/03/2003,Bayern München,Bayer Leverkusen,3,0,H,2,0,H,1.364,4,7,1.45,3.9,6.5,1.35,4,7,1.36,4,7,1.36,4,7.5,1.364,4,7.5,1.36,3.75,8,1.65,2.1,1.72,2
D1,08/03/2003,Hertha BSC,1860 München,6,0,H,3,0,H,1.909,3.25,3.4,1.93,3.3,3.6,1.8,3.1,3.8,1.8,3.25,3.75,1.83,3.25,3.75,1.85,3.25,3.75,1.8,3.3,3.75,1.75,1.95,1.8,1.9
D1,08/03/2003,Bor. Mönchengladbach,Borussia Dortmund,1,0,H,0,0,D,2.75,3.25,2.2,2.9,3.2,2.25,2.7,3,2.3,3,3.2,2.1,2.88,3.2,2.2,2.875,3.2,2.2,3,3.2,2.1,1.75,1.95,1.83,1.83
D1,08/03/2003,FC Schalke 04,Arminia Bielefeld,1,1,D,0,0,D,1.533,3.4,5.5,1.55,3.5,5.8,1.5,3.7,5,1.44,3.75,6,1.53,3.6,5.5,1.533,3.6,5.5,1.53,3.4,5.5,1.7,2,1.8,1.9
D1,08/03/2003,VfB Stuttgart,Hamburger SV,1,1,D,1,1,D,1.727,3.2,4.333,1.85,3.3,3.85,1.8,3.1,3.8,1.8,3.25,3.75,1.83,3.25,3.75,1.833,3.3,3.75,1.8,3.3,3.75,1.75,1.95,1.72,2
