Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,,,,,,,,,,,
D1,11/05/1999,Werder Bremen,Schalke 04,1,0,H,0,0,D,,,,,,,,,,,
D1,14/05/1999,Hertha BSC,Hansa Rostock,2,0,H,0,0,D,,,,,,,,,,,
D1,14/05/1999,M'gladbach,Hamburger SV,2,2,D,0,0,D,,,,,,,,,,,
D1,15/05/1999,Bochum,VFL Wolfsburg,0,2,A,0,1,A,,,,,,,,,,,
D1,15/05/1999,MSV Duisburg,Bayer Leverkusen,0,0,D,0,0,D,,,,,,,,,,,
D1,15/05/1999,Ein Frankfurt,Dortmund,2,0,H,1,0,H,,,,,,,,,,,
D1,15/05/1999,1860 München,Werder Bremen,1,3,A,1,2,A,,,,,,,,,,,
D1,15/05/1999,FC Nürnberg,Bayern München,2,0,H,0,0,D,,,,,,,,,,,
D1,15/05/1999,VfB Stuttgart,SC Freiburg,3,1,H,1,1,D,,,,,,,,,,,
D1,16/05/1999,Schalke 04,Kaiserslautern,0,2,A,0,0,D,,,,,,,,,,,
D1,22/05/1999,Bayern München,Bochum,4,2,H,0,1,A,,,,,,,,,,,
D1,22/05/1999,Dortmund,1860 München,3,1,H,0,0,D,,,,,,,,,,,
D1,22/05/1999,SC Freiburg,Hertha BSC,0,2,A,0,1,A,,,,,,,,,,,
D1,22/05/1999,Hamburger SV,VfB Stuttgart,3,1,H,3,1,H,,,,,,,,,,,
D1,22/05/1999,Hansa Rostock,FC Nürnberg,1,1,D,1,0,H,,,,,,,,,,,
D1,22/05/1999,Kaiserslautern,MSV Duisburg,3,0,H,3,0,H,,,,,,,,,,,
D1,22/05/1999,Schalke 04,Ein Frankfurt,2,3,A,2,1,H,,,,,,,,,,,
D1,22/05/1999,Werder Bremen,M'gladbach,4,1,H,2,0,H,,,,,,,,,,,
D1,22/05/1999,VFL Wolfsburg,Bayer Leverkusen,1,0,H,0,0,D,,,,,,,,,,,
D1,29/05/1999,Bochum,Hansa Rostock,2,3,A,0,1,A,,,,,,,,,,,
D1,29/05/1999,MSV Duisburg,VFL Wolfsburg,6,1,H,2,1,H,,,,,,,,,,,
D1,29/05/1999,Ein Frankfurt,Kaiserslautern,5,1,H,0,0,D,,,,,,,,,,,
D1,29/05/1999,Hertha BSC,Hamburger SV,6,1,H,1,0,H,,,,,,,,,,,
D1,29/05/1999,Bayer Leverkusen,Bayern München,1,2,A,0,1,A,,,,,,,,,,,
D1,29/05/1999,M'gladbach,Dortmund,0,2,A,0,0,D,,,,,,,,,,,
D1,29/05/1999,1860 München,Schalke 04,4,5,A,4,3,H,,,,,,,,,,,
D1,29/05/1999,FC Nürnberg,SC Freiburg,1,2,A,0,2,A,,,,,,,,,,,
D1,29/05/1999,VfB Stuttgart,Werder Bremen,1,0,H,1,0,H,,,,,,,,,,,
